sample_id,feature_kind,feature_idx,ablation_frac,detect_prob,detect_drop,dataset,seed
s88509,non_causal,18,1.0,0.77288,0.0,ciciot2023,0
s88509,non_causal,35,0.0,0.77288,0.0,ciciot2023,0
s88509,non_causal,35,0.25,0.77288,0.0,ciciot2023,0
s88509,non_causal,35,0.5,0.77288,0.0,ciciot2023,0
s88509,non_causal,35,0.75,0.77288,0.0,ciciot2023,0
s88509,non_causal,35,1.0,0.77288,0.0,ciciot2023,0
s915454,causal,1,0.0,0.92929,0.0,ciciot2023,0
s915454,causal,1,0.25,0.63851,0.29077,ciciot2023,0
s915454,causal,1,0.5,0.63846,0.29083,ciciot2023,0
s915454,causal,1,0.75,0.63846,0.29083,ciciot2023,0
s915454,causal,1,1.0,0.63846,0.29083,ciciot2023,0
s915454,causal,4,0.0,0.92929,0.0,ciciot2023,0
s915454,causal,4,0.25,0.86102,0.06826,ciciot2023,0
s915454,causal,4,0.5,0.82166,0.10763,ciciot2023,0
s915454,causal,4,0.75,0.82294,0.10635,ciciot2023,0
s915454,causal,4,1.0,0.82869,0.1006,ciciot2023,0
s915454,causal,14,0.0,0.92929,0.0,ciciot2023,0
s915454,causal,14,0.25,0.77986,0.14942,ciciot2023,0
s915454,causal,14,0.5,0.72363,0.20565,ciciot2023,0
s915454,causal,14,0.75,0.72056,0.20873,ciciot2023,0
s915454,causal,14,1.0,0.72071,0.20858,ciciot2023,0
s915454,causal,16,0.0,0.92929,0.0,ciciot2023,0
s915454,causal,16,0.25,0.87016,0.05913,ciciot2023,0
s915454,causal,16,0.5,0.87018,0.05911,ciciot2023,0
s915454,causal,16,0.75,0.76756,0.16173,ciciot2023,0
s915454,causal,16,1.0,0.76756,0.16173,ciciot2023,0
s915454,causal,17,0.0,0.92929,0.0,ciciot2023,0
s915454,causal,17,0.25,0.87652,0.05277,ciciot2023,0
s915454,causal,17,0.5,0.8765,0.05278,ciciot2023,0
s915454,causal,17,0.75,0.87647,0.05282,ciciot2023,0
s915454,causal,17,1.0,0.87653,0.05276,ciciot2023,0
s915454,causal,30,0.0,0.92929,0.0,ciciot2023,0
s915454,causal,30,0.25,0.79319,0.1361,ciciot2023,0
s915454,causal,30,0.5,0.78642,0.14287,ciciot2023,0
s915454,causal,30,0.75,0.77994,0.14935,ciciot2023,0
s915454,causal,30,1.0,0.77991,0.14938,ciciot2023,0
s915454,causal,33,0.0,0.92929,0.0,ciciot2023,0
s915454,causal,33,0.25,0.87021,0.05907,ciciot2023,0
s915454,causal,33,0.5,0.8702,0.05908,ciciot2023,0
s915454,causal,33,0.75,0.87017,0.05911,ciciot2023,0
s915454,causal,33,1.0,0.87017,0.05911,ciciot2023,0
s915454,causal,34,0.0,0.92929,0.0,ciciot2023,0
s915454,causal,34,0.25,0.39732,0.53197,ciciot2023,0
s915454,causal,34,0.5,0.39731,0.53198,ciciot2023,0
s915454,causal,34,0.75,0.7349,0.19438,ciciot2023,0
s915454,causal,34,1.0,0.7349,0.19438,ciciot2023,0
s915454,non_causal,21,0.0,0.92929,0.0,ciciot2023,0
s915454,non_causal,21,0.25,0.92929,0.0,ciciot2023,0
s915454,non_causal,21,0.5,0.92929,0.0,ciciot2023,0
s915454,non_causal,21,0.75,0.92929,0.0,ciciot2023,0
s915454,non_causal,21,1.0,0.92929,0.0,ciciot2023,0
s915454,non_causal,40,0.0,0.92929,0.0,ciciot2023,0
s915454,non_causal,40,0.25,0.92929,0.0,ciciot2023,0
s915454,non_causal,40,0.5,0.92929,0.0,ciciot2023,0
s915454,non_causal,40,0.75,0.92929,0.0,ciciot2023,0
s915454,non_causal,40,1.0,0.92929,0.0,ciciot2023,0
s915454,non_causal,36,0.0,0.92929,0.0,ciciot2023,0
s915454,non_causal,36,0.25,0.9354,-0.00612,ciciot2023,0
s915454,non_causal,36,0.5,0.93406,-0.00478,ciciot2023,0
s915454,non_causal,36,0.75,0.96828,-0.03899,ciciot2023,0
s915454,non_causal,36,1.0,0.97676,-0.04748,ciciot2023,0
s1410261,causal,3,0.0,0.93058,0.0,ciciot2023,0
s1410261,causal,3,0.25,0.7877,0.14288,ciciot2023,0
s1410261,causal,3,0.5,0.78767,0.14292,ciciot2023,0
s1410261,causal,3,0.75,0.79423,0.13635,ciciot2023,0
s1410261,causal,3,1.0,0.79423,0.13635,ciciot2023,0
s1410261,causal,4,0.0,0.93058,0.0,ciciot2023,0
s1410261,causal,4,0.25,0.93058,0.0,ciciot2023,0
s1410261,causal,4,0.5,0.93058,0.0,ciciot2023,0
s1410261,causal,4,0.75,0.9175,0.01308,ciciot2023,0
s1410261,causal,4,1.0,0.82275,0.10783,ciciot2023,0
s1410261,causal,13,0.0,0.93058,0.0,ciciot2023,0
s1410261,causal,13,0.25,0.92808,0.0025,ciciot2023,0
s1410261,causal,13,0.5,0.90151,0.02908,ciciot2023,0
s1410261,causal,13,0.75,0.83795,0.09263,ciciot2023,0
s1410261,causal,13,1.0,0.82083,0.10975,ciciot2023,0
s1410261,causal,14,0.0,0.93058,0.0,ciciot2023,0
s1410261,causal,14,0.25,0.74827,0.18231,ciciot2023,0
s1410261,causal,14,0.5,0.69002,0.24057,ciciot2023,0
s1410261,causal,14,0.75,0.68611,0.24447,ciciot2023,0
s1410261,causal,14,1.0,0.6863,0.24428,ciciot2023,0
s1410261,causal,16,0.0,0.93058,0.0,ciciot2023,0
s1410261,causal,16,0.25,0.87102,0.05956,ciciot2023,0
s1410261,causal,16,0.5,0.87105,0.05953,ciciot2023,0
s1410261,causal,16,0.75,0.77049,0.16009,ciciot2023,0
s1410261,causal,16,1.0,0.77049,0.16009,ciciot2023,0
s1410261,causal,17,0.0,0.93058,0.0,ciciot2023,0
s1410261,causal,17,0.25,0.80954,0.12104,ciciot2023,0
s1410261,causal,17,0.5,0.80949,0.12109,ciciot2023,0
s1410261,causal,17,0.75,0.80944,0.12114,ciciot2023,0
s1410261,causal,17,1.0,0.80954,0.12104,ciciot2023,0
s1410261,causal,34,0.0,0.93058,0.0,ciciot2023,0
s1410261,causal,34,0.25,0.54017,0.39041,ciciot2023,0
s1410261,causal,34,0.5,0.5399,0.39068,ciciot2023,0
s1410261,causal,34,0.75,0.83477,0.09582,ciciot2023,0
s1410261,causal,34,1.0,0.8348,0.09578,ciciot2023,0
s1410261,non_causal,36,0.0,0.93058,0.0,ciciot2023,0
s1410261,non_causal,36,0.25,0.93762,-0.00704,ciciot2023,0
s1410261,non_causal,36,0.5,0.93952,-0.00893,ciciot2023,0
s1410261,non_causal,36,0.75,0.95023,-0.01965,ciciot2023,0
s1410261,non_causal,36,1.0,0.96352,-0.03294,ciciot2023,0
s1410261,non_causal,1,0.0,0.93058,0.0,ciciot2023,0
s1410261,non_causal,1,0.25,0.907,0.02358,ciciot2023,0
s1410261,non_causal,1,0.5,0.90689,0.02369,ciciot2023,0
s1410261,non_causal,1,0.75,0.90689,0.02369,ciciot2023,0
s1410261,non_causal,1,1.0,0.90689,0.02369,ciciot2023,0
s1410261,non_causal,5,0.0,0.93058,0.0,ciciot2023,0
s1410261,non_causal,5,0.25,0.93058,0.0,ciciot2023,0
s1410261,non_causal,5,0.5,0.93058,0.0,ciciot2023,0
s1410261,non_causal,5,0.75,0.93058,0.0,ciciot2023,0
s1410261,non_causal,5,1.0,0.93058,0.0,ciciot2023,0
s370686,causal,1,0.0,0.86867,0.0,ciciot2023,0
s370686,causal,1,0.25,0.36899,0.49968,ciciot2023,0
s370686,causal,1,0.5,0.36893,0.49974,ciciot2023,0
s370686,causal,1,0.75,0.36893,0.49974,ciciot2023,0
s370686,causal,1,1.0,0.36893,0.49974,ciciot2023,0
s370686,causal,4,0.0,0.86867,0.0,ciciot2023,0
s370686,causal,4,0.25,0.85535,0.01332,ciciot2023,0
s370686,causal,4,0.5,0.82852,0.04015,ciciot2023,0
s370686,causal,4,0.75,0.81867,0.04999,ciciot2023,0
s370686,causal,4,1.0,0.80341,0.06525,ciciot2023,0
s370686,causal,13,0.0,0.86867,0.0,ciciot2023,0
s370686,causal,13,0.25,0.87365,-0.00498,ciciot2023,0
s370686,causal,13,0.5,0.8447,0.02396,ciciot2023,0
s370686,causal,13,0.75,0.7714,0.09727,ciciot2023,0
s370686,causal,13,1.0,0.75103,0.11763,ciciot2023,0
s370686,causal,14,0.0,0.86867,0.0,ciciot2023,0
s370686,causal,14,0.25,0.68828,0.18038,ciciot2023,0
s370686,causal,14,0.5,0.62768,0.24098,ciciot2023,0
s370686,causal,14,0.75,0.6252,0.24347,ciciot2023,0
s370686,causal,14,1.0,0.62531,0.24336,ciciot2023,0
s370686,causal,16,0.0,0.86867,0.0,ciciot2023,0
s370686,causal,16,0.25,0.73645,0.13222,ciciot2023,0
s370686,causal,16,0.5,0.73646,0.13221,ciciot2023,0
s370686,causal,16,0.75,0.58596,0.28271,ciciot2023,0
s370686,causal,16,1.0,0.58596,0.28271,ciciot2023,0
s370686,causal,17,0.0,0.86867,0.0,ciciot2023,0
s370686,causal,17,0.25,0.80419,0.06448,ciciot2023,0
s370686,causal,17,0.5,0.80417,0.06449,ciciot2023,0
s370686,causal,17,0.75,0.80414,0.06453,ciciot2023,0
s370686,causal,17,1.0,0.80418,0.06448,ciciot2023,0
s370686,causal,30,0.0,0.86867,0.0,ciciot2023,0
s370686,causal,30,0.25,0.82755,0.04111,ciciot2023,0
s370686,causal,30,0.5,0.82188,0.04679,ciciot2023,0
s370686,causal,30,0.75,0.81619,0.05247,ciciot2023,0
s370686,causal,30,1.0,0.81618,0.05248,ciciot2023,0
s370686,causal,34,0.0,0.86867,0.0,ciciot2023,0
s370686,causal,34,0.25,0.30915,0.55952,ciciot2023,0
s370686,causal,34,0.5,0.3087,0.55996,ciciot2023,0
s370686,causal,34,0.75,0.65573,0.21294,ciciot2023,0
s370686,causal,34,1.0,0.65718,0.21148,ciciot2023,0
s370686,non_causal,25,0.0,0.86867,0.0,ciciot2023,0
s370686,non_causal,25,0.25,0.86867,0.0,ciciot2023,0
s370686,non_causal,25,0.5,0.86867,0.0,ciciot2023,0
s370686,non_causal,25,0.75,0.86867,0.0,ciciot2023,0
s370686,non_causal,25,1.0,0.86867,0.0,ciciot2023,0
s370686,non_causal,12,0.0,0.86867,0.0,ciciot2023,0
s370686,non_causal,12,0.25,0.86867,0.0,ciciot2023,0
s370686,non_causal,12,0.5,0.86867,0.0,ciciot2023,0
s370686,non_causal,12,0.75,0.86867,0.0,ciciot2023,0
s370686,non_causal,12,1.0,0.86867,0.0,ciciot2023,0
s370686,non_causal,6,0.0,0.86867,0.0,ciciot2023,0
s370686,non_causal,6,0.25,0.86867,0.0,ciciot2023,0
s370686,non_causal,6,0.5,0.86867,0.0,ciciot2023,0
s370686,non_causal,6,0.75,0.86867,0.0,ciciot2023,0
s370686,non_causal,6,1.0,0.86867,0.0,ciciot2023,0
s1580706,causal,1,0.0,0.83341,0.0,ciciot2023,0
s1580706,causal,1,0.25,0.21447,0.61894,ciciot2023,0
s1580706,causal,1,0.5,0.21445,0.61896,ciciot2023,0
s1580706,causal,1,0.75,0.21445,0.61897,ciciot2023,0
s1580706,causal,1,1.0,0.21445,0.61897,ciciot2023,0
s1580706,causal,14,0.0,0.83341,0.0,ciciot2023,0
s1580706,causal,14,0.25,0.76314,0.07027,ciciot2023,0
s1580706,causal,14,0.5,0.73076,0.10266,ciciot2023,0
s1580706,causal,14,0.75,0.72272,0.11069,ciciot2023,0
s1580706,causal,14,1.0,0.72333,0.11008,ciciot2023,0
s1580706,causal,16,0.0,0.83341,0.0,ciciot2023,0
s1580706,causal,16,0.25,0.69354,0.13988,ciciot2023,0
s1580706,causal,16,0.5,0.69355,0.13986,ciciot2023,0
s1580706,causal,16,0.75,0.5234,0.31001,ciciot2023,0
s1580706,causal,16,1.0,0.5234,0.31001,ciciot2023,0
s1580706,causal,17,0.0,0.83341,0.0,ciciot2023,0
s1580706,causal,17,0.25,0.72099,0.11243,ciciot2023,0
s1580706,causal,17,0.5,0.72085,0.11256,ciciot2023,0
s1580706,causal,17,0.75,0.72077,0.11265,ciciot2023,0
s1580706,causal,17,1.0,0.72095,0.11246,ciciot2023,0
s1580706,causal,29,0.0,0.83341,0.0,ciciot2023,0
s1580706,causal,29,0.25,0.7264,0.10701,ciciot2023,0
s1580706,causal,29,0.5,0.7264,0.10702,ciciot2023,0
s1580706,causal,29,0.75,0.7264,0.10702,ciciot2023,0
s1580706,causal,29,1.0,0.72638,0.10703,ciciot2023,0
s1580706,causal,30,0.0,0.83341,0.0,ciciot2023,0
s1580706,causal,30,0.25,0.63665,0.19676,ciciot2023,0
s1580706,causal,30,0.5,0.62755,0.20586,ciciot2023,0
s1580706,causal,30,0.75,0.61854,0.21487,ciciot2023,0
s1580706,causal,30,1.0,0.6185,0.21491,ciciot2023,0
s1580706,causal,33,0.0,0.83341,0.0,ciciot2023,0
s1580706,causal,33,0.25,0.76838,0.06503,ciciot2023,0
s1580706,causal,33,0.5,0.76836,0.06505,ciciot2023,0
s1580706,causal,33,0.75,0.76832,0.06509,ciciot2023,0
s1580706,causal,33,1.0,0.76832,0.06509,ciciot2023,0
s1580706,non_causal,15,0.0,0.83341,0.0,ciciot2023,0
s1580706,non_causal,15,0.25,0.83341,0.0,ciciot2023,0
s1580706,non_causal,15,0.5,0.83341,0.0,ciciot2023,0
s1580706,non_causal,15,0.75,0.83341,0.0,ciciot2023,0
s1580706,non_causal,15,1.0,0.83341,0.0,ciciot2023,0
s1580706,non_causal,32,0.0,0.83341,0.0,ciciot2023,0
s1580706,non_causal,32,0.25,0.80512,0.02829,ciciot2023,0
s1580706,non_causal,32,0.5,0.8051,0.02831,ciciot2023,0
s1580706,non_causal,32,0.75,0.80503,0.02838,ciciot2023,0
s1580706,non_causal,32,1.0,0.80506,0.02835,ciciot2023,0
s1580706,non_causal,3,0.0,0.83341,0.0,ciciot2023,0
s1580706,non_causal,3,0.25,0.88117,-0.04776,ciciot2023,0
s1580706,non_causal,3,0.5,0.88115,-0.04774,ciciot2023,0
s1580706,non_causal,3,0.75,0.88525,-0.05184,ciciot2023,0
s1580706,non_causal,3,1.0,0.88525,-0.05184,ciciot2023,0
s1233097,causal,1,0.0,0.8572,0.0,ciciot2023,0
s1233097,causal,1,0.25,0.32483,0.53237,ciciot2023,0
s1233097,causal,1,0.5,0.32479,0.53241,ciciot2023,0
s1233097,causal,1,0.75,0.32479,0.53241,ciciot2023,0
s1233097,causal,1,1.0,0.32479,0.53241,ciciot2023,0
s1233097,causal,3,0.0,0.8572,0.0,ciciot2023,0
s1233097,causal,3,0.25,0.70128,0.15592,ciciot2023,0
s1233097,causal,3,0.5,0.70126,0.15594,ciciot2023,0
s1233097,causal,3,0.75,0.69213,0.16507,ciciot2023,0
s1233097,causal,3,1.0,0.69213,0.16507,ciciot2023,0
s1233097,causal,13,0.0,0.8572,0.0,ciciot2023,0
s1233097,causal,13,0.25,0.86363,-0.00643,ciciot2023,0
s1233097,causal,13,0.5,0.84531,0.01189,ciciot2023,0
s1233097,causal,13,0.75,0.80893,0.04827,ciciot2023,0
s1233097,causal,13,1.0,0.76759,0.08961,ciciot2023,0
s1233097,causal,14,0.0,0.8572,0.0,ciciot2023,0
s1233097,causal,14,0.25,0.83067,0.02654,ciciot2023,0
s1233097,causal,14,0.5,0.78928,0.06793,ciciot2023,0
s1233097,causal,14,0.75,0.78639,0.07081,ciciot2023,0
s1233097,causal,14,1.0,0.78647,0.07073,ciciot2023,0
s1233097,causal,16,0.0,0.8572,0.0,ciciot2023,0
s1233097,causal,16,0.25,0.8045,0.0527,ciciot2023,0
s1233097,causal,16,0.5,0.80452,0.05268,ciciot2023,0
s1233097,causal,16,0.75,0.66759,0.18962,ciciot2023,0
s1233097,causal,16,1.0,0.66758,0.18962,ciciot2023,0
s1233097,causal,30,0.0,0.8572,0.0,ciciot2023,0
s1233097,causal,30,0.25,0.68507,0.17213,ciciot2023,0
s1233097,causal,30,0.5,0.67664,0.18056,ciciot2023,0
s1233097,causal,30,0.75,0.66819,0.18901,ciciot2023,0
s1233097,causal,30,1.0,0.66818,0.18902,ciciot2023,0
s1233097,causal,34,0.0,0.8572,0.0,ciciot2023,0
s1233097,causal,34,0.25,0.39421,0.463,ciciot2023,0
s1233097,causal,34,0.5,0.3942,0.463,ciciot2023,0
s1233097,causal,34,0.75,0.71284,0.14436,ciciot2023,0
s1233097,causal,34,1.0,0.71284,0.14436,ciciot2023,0
s1233097,non_causal,11,0.0,0.8572,0.0,ciciot2023,0
s1233097,non_causal,11,0.25,0.8572,0.0,ciciot2023,0
s1233097,non_causal,11,0.5,0.8572,0.0,ciciot2023,0
s1233097,non_causal,11,0.75,0.8572,0.0,ciciot2023,0
s1233097,non_causal,11,1.0,0.8572,0.0,ciciot2023,0
s1233097,non_causal,9,0.0,0.8572,0.0,ciciot2023,0
s1233097,non_causal,9,0.25,0.8572,0.0,ciciot2023,0
s1233097,non_causal,9,0.5,0.8572,0.0,ciciot2023,0
s1233097,non_causal,9,0.75,0.8572,0.0,ciciot2023,0
s1233097,non_causal,9,1.0,0.8572,0.0,ciciot2023,0
s1233097,non_causal,17,0.0,0.8572,0.0,ciciot2023,0
s1233097,non_causal,17,0.25,0.83076,0.02644,ciciot2023,0
s1233097,non_causal,17,0.5,0.83064,0.02656,ciciot2023,0
s1233097,non_causal,17,0.75,0.83057,0.02663,ciciot2023,0
s1233097,non_causal,17,1.0,0.83066,0.02654,ciciot2023,0
s1261149,causal,1,0.0,0.69534,0.0,ciciot2023,0
s1261149,causal,1,0.25,0.40144,0.2939,ciciot2023,0
s1261149,causal,1,0.5,0.40134,0.294,ciciot2023,0
s1261149,causal,1,0.75,0.40134,0.29401,ciciot2023,0
s1261149,causal,1,1.0,0.40135,0.29399,ciciot2023,0
s1261149,causal,3,0.0,0.69534,0.0,ciciot2023,0
s1261149,causal,3,0.25,0.484,0.21134,ciciot2023,0
s1261149,causal,3,0.5,0.47446,0.22088,ciciot2023,0
s1261149,causal,3,0.75,0.47812,0.21723,ciciot2023,0
s1261149,causal,3,1.0,0.47812,0.21723,ciciot2023,0
s1261149,causal,13,0.0,0.69534,0.0,ciciot2023,0
s1261149,causal,13,0.25,0.69524,0.0001,ciciot2023,0
s1261149,causal,13,0.5,0.63224,0.0631,ciciot2023,0
s1261149,causal,13,0.75,0.48334,0.212,ciciot2023,0
s1261149,causal,13,1.0,0.43822,0.25712,ciciot2023,0
s1261149,causal,14,0.0,0.69534,0.0,ciciot2023,0
s1261149,causal,14,0.25,0.6871,0.00824,ciciot2023,0
s1261149,causal,14,0.5,0.61539,0.07995,ciciot2023,0
s1261149,causal,14,0.75,0.61218,0.08316,ciciot2023,0
s1261149,causal,14,1.0,0.61226,0.08308,ciciot2023,0
s1261149,causal,16,0.0,0.69534,0.0,ciciot2023,0
s1261149,causal,16,0.25,0.64578,0.04957,ciciot2023,0
s1261149,causal,16,0.5,0.64575,0.04959,ciciot2023,0
s1261149,causal,16,0.75,0.46628,0.22906,ciciot2023,0
s1261149,causal,16,1.0,0.46628,0.22907,ciciot2023,0
s1261149,causal,17,0.0,0.69534,0.0,ciciot2023,0
s1261149,causal,17,0.25,0.49611,0.19923,ciciot2023,0
s1261149,causal,17,0.5,0.49591,0.19943,ciciot2023,0
s1261149,causal,17,0.75,0.49578,0.19956,ciciot2023,0
s1261149,causal,17,1.0,0.49592,0.19943,ciciot2023,0
s1261149,causal,29,0.0,0.69534,0.0,ciciot2023,0
s1261149,causal,29,0.25,0.60064,0.09471,ciciot2023,0
s1261149,causal,29,0.5,0.60063,0.09471,ciciot2023,0
s1261149,causal,29,0.75,0.60063,0.09471,ciciot2023,0
s1261149,causal,29,1.0,0.60051,0.09483,ciciot2023,0
s1261149,causal,34,0.0,0.69534,0.0,ciciot2023,0
s1261149,causal,34,0.25,0.18991,0.50544,ciciot2023,0
s1261149,causal,34,0.5,0.19933,0.49602,ciciot2023,0
s1261149,causal,34,0.75,0.49812,0.19723,ciciot2023,0
s1261149,causal,34,1.0,0.49811,0.19723,ciciot2023,0
s1261149,non_causal,35,0.0,0.69534,0.0,ciciot2023,0
s1261149,non_causal,35,0.25,0.69534,0.0,ciciot2023,0
s1261149,non_causal,35,0.5,0.69534,0.0,ciciot2023,0
s1261149,non_causal,35,0.75,0.69534,0.0,ciciot2023,0
s1261149,non_causal,35,1.0,0.69534,0.0,ciciot2023,0
s1261149,non_causal,20,0.0,0.69534,0.0,ciciot2023,0
s1261149,non_causal,20,0.25,0.69534,0.0,ciciot2023,0
s1261149,non_causal,20,0.5,0.69534,0.0,ciciot2023,0
s1261149,non_causal,20,0.75,0.69534,0.0,ciciot2023,0
s1261149,non_causal,20,1.0,0.69534,0.0,ciciot2023,0
s1261149,non_causal,33,0.0,0.69534,0.0,ciciot2023,0
s1261149,non_causal,33,0.25,0.69779,-0.00245,ciciot2023,0
s1261149,non_causal,33,0.5,0.69773,-0.00239,ciciot2023,0
s1261149,non_causal,33,0.75,0.69745,-0.00211,ciciot2023,0
s1261149,non_causal,33,1.0,0.69745,-0.00211,ciciot2023,0
s994759,causal,1,0.0,0.56918,0.0,ciciot2023,0
s994759,causal,1,0.25,0.07504,0.49414,ciciot2023,0
s994759,causal,1,0.5,0.07502,0.49416,ciciot2023,0
s994759,causal,1,0.75,0.07502,0.49416,ciciot2023,0
s994759,causal,1,1.0,0.07502,0.49416,ciciot2023,0
s994759,causal,3,0.0,0.56918,0.0,ciciot2023,0
s994759,causal,3,0.25,0.52443,0.04475,ciciot2023,0
s994759,causal,3,0.5,0.52441,0.04477,ciciot2023,0
s994759,causal,3,0.75,0.51363,0.05555,ciciot2023,0
s994759,causal,3,1.0,0.51361,0.05557,ciciot2023,0
s994759,causal,4,0.0,0.56918,0.0,ciciot2023,0
s994759,causal,4,0.25,0.52717,0.04201,ciciot2023,0
s994759,causal,4,0.5,0.52357,0.04561,ciciot2023,0
s994759,causal,4,0.75,0.4836,0.08558,ciciot2023,0
s994759,causal,4,1.0,0.14333,0.42585,ciciot2023,0
s994759,causal,14,0.0,0.56918,0.0,ciciot2023,0
s994759,causal,14,0.25,0.55844,0.01074,ciciot2023,0
s994759,causal,14,0.5,0.49731,0.07187,ciciot2023,0
s994759,causal,14,0.75,0.49389,0.07529,ciciot2023,0
s994759,causal,14,1.0,0.49403,0.07515,ciciot2023,0
s994759,causal,16,0.0,0.56918,0.0,ciciot2023,0
s994759,causal,16,0.25,0.50462,0.06456,ciciot2023,0
s994759,causal,16,0.5,0.50464,0.06454,ciciot2023,0
s994759,causal,16,0.75,0.32585,0.24333,ciciot2023,0
s994759,causal,16,1.0,0.32585,0.24333,ciciot2023,0
s994759,causal,17,0.0,0.56918,0.0,ciciot2023,0
s994759,causal,17,0.25,0.49507,0.07411,ciciot2023,0
s994759,causal,17,0.5,0.49472,0.07446,ciciot2023,0
s994759,causal,17,0.75,0.49448,0.0747,ciciot2023,0
s994759,causal,17,1.0,0.4952,0.07398,ciciot2023,0
s994759,causal,30,0.0,0.56918,0.0,ciciot2023,0
s994759,causal,30,0.25,0.47993,0.08925,ciciot2023,0
s994759,causal,30,0.5,0.47061,0.09857,ciciot2023,0
s994759,causal,30,0.75,0.46103,0.10815,ciciot2023,0
s994759,causal,30,1.0,0.46101,0.10817,ciciot2023,0
s994759,causal,34,0.0,0.56918,0.0,ciciot2023,0
s994759,causal,34,0.25,0.03054,0.53864,ciciot2023,0
s994759,causal,34,0.5,0.03054,0.53864,ciciot2023,0
s994759,causal,34,0.75,0.13809,0.43109,ciciot2023,0
s994759,causal,34,1.0,0.1381,0.43108,ciciot2023,0
s994759,non_causal,12,0.0,0.56918,0.0,ciciot2023,0
s994759,non_causal,12,0.25,0.56918,0.0,ciciot2023,0
s994759,non_causal,12,0.5,0.56918,0.0,ciciot2023,0
s994759,non_causal,12,0.75,0.56918,0.0,ciciot2023,0
s994759,non_causal,12,1.0,0.56918,0.0,ciciot2023,0
