sample_id,feature_kind,feature_idx,ablation_frac,detect_prob,detect_drop,dataset,seed
s218094,causal,35,1.0,0.27255,0.23212,ciciomt2024,0
s218094,causal,36,0.0,0.50466,0.0,ciciomt2024,0
s218094,causal,36,0.25,0.47221,0.03246,ciciomt2024,0
s218094,causal,36,0.5,0.36322,0.14144,ciciomt2024,0
s218094,causal,36,0.75,0.36322,0.14144,ciciomt2024,0
s218094,causal,36,1.0,0.36322,0.14144,ciciomt2024,0
s218094,causal,40,0.0,0.50466,0.0,ciciomt2024,0
s218094,causal,40,0.25,0.22469,0.27997,ciciomt2024,0
s218094,causal,40,0.5,0.22469,0.27997,ciciomt2024,0
s218094,causal,40,0.75,0.22468,0.27998,ciciomt2024,0
s218094,causal,40,1.0,0.22469,0.27998,ciciomt2024,0
s218094,causal,41,0.0,0.50466,0.0,ciciomt2024,0
s218094,causal,41,0.25,0.4317,0.07297,ciciomt2024,0
s218094,causal,41,0.5,0.38268,0.12198,ciciomt2024,0
s218094,causal,41,0.75,0.35785,0.14681,ciciomt2024,0
s218094,causal,41,1.0,0.30518,0.19948,ciciomt2024,0
s218094,non_causal,5,0.0,0.50466,0.0,ciciomt2024,0
s218094,non_causal,5,0.25,0.50466,0.0,ciciomt2024,0
s218094,non_causal,5,0.5,0.50466,0.0,ciciomt2024,0
s218094,non_causal,5,0.75,0.50466,0.0,ciciomt2024,0
s218094,non_causal,5,1.0,0.50466,0.0,ciciomt2024,0
s218094,non_causal,14,0.0,0.50466,0.0,ciciomt2024,0
s218094,non_causal,14,0.25,0.50466,0.0,ciciomt2024,0
s218094,non_causal,14,0.5,0.50466,0.0,ciciomt2024,0
s218094,non_causal,14,0.75,0.50466,0.0,ciciomt2024,0
s218094,non_causal,14,1.0,0.50466,0.0,ciciomt2024,0
s218094,non_causal,28,0.0,0.50466,0.0,ciciomt2024,0
s218094,non_causal,28,0.25,0.50466,0.0,ciciomt2024,0
s218094,non_causal,28,0.5,0.50466,0.0,ciciomt2024,0
s218094,non_causal,28,0.75,0.50466,0.0,ciciomt2024,0
s218094,non_causal,28,1.0,0.50466,0.0,ciciomt2024,0
s226051,causal,0,0.0,0.82922,0.0,ciciomt2024,0
s226051,causal,0,0.25,0.18495,0.64427,ciciomt2024,0
s226051,causal,0,0.5,0.18495,0.64427,ciciomt2024,0
s226051,causal,0,0.75,0.18495,0.64427,ciciomt2024,0
s226051,causal,0,1.0,0.18494,0.64428,ciciomt2024,0
s226051,causal,1,0.0,0.82922,0.0,ciciomt2024,0
s226051,causal,1,0.25,0.77123,0.05799,ciciomt2024,0
s226051,causal,1,0.5,0.72398,0.10524,ciciomt2024,0
s226051,causal,1,0.75,0.72398,0.10524,ciciomt2024,0
s226051,causal,1,1.0,0.72398,0.10524,ciciomt2024,0
s226051,causal,3,0.0,0.82922,0.0,ciciomt2024,0
s226051,causal,3,0.25,0.8169,0.01232,ciciomt2024,0
s226051,causal,3,0.5,0.8515,-0.02228,ciciomt2024,0
s226051,causal,3,0.75,0.84051,-0.01129,ciciomt2024,0
s226051,causal,3,1.0,0.09939,0.72983,ciciomt2024,0
s226051,causal,15,0.0,0.82922,0.0,ciciomt2024,0
s226051,causal,15,0.25,0.73927,0.08995,ciciomt2024,0
s226051,causal,15,0.5,0.73927,0.08995,ciciomt2024,0
s226051,causal,15,0.75,0.73926,0.08996,ciciomt2024,0
s226051,causal,15,1.0,0.73926,0.08996,ciciomt2024,0
s226051,causal,33,0.0,0.82922,0.0,ciciomt2024,0
s226051,causal,33,0.25,0.67816,0.15106,ciciomt2024,0
s226051,causal,33,0.5,0.67816,0.15106,ciciomt2024,0
s226051,causal,33,0.75,0.67816,0.15106,ciciomt2024,0
s226051,causal,33,1.0,0.67816,0.15106,ciciomt2024,0
s226051,causal,35,0.0,0.82922,0.0,ciciomt2024,0
s226051,causal,35,0.25,0.63347,0.19575,ciciomt2024,0
s226051,causal,35,0.5,0.63347,0.19575,ciciomt2024,0
s226051,causal,35,0.75,0.63208,0.19714,ciciomt2024,0
s226051,causal,35,1.0,0.63207,0.19715,ciciomt2024,0
s226051,causal,36,0.0,0.82922,0.0,ciciomt2024,0
s226051,causal,36,0.25,0.80878,0.02045,ciciomt2024,0
s226051,causal,36,0.5,0.75134,0.07788,ciciomt2024,0
s226051,causal,36,0.75,0.75134,0.07788,ciciomt2024,0
s226051,causal,36,1.0,0.75134,0.07788,ciciomt2024,0
s226051,causal,40,0.0,0.82922,0.0,ciciomt2024,0
s226051,causal,40,0.25,0.7685,0.06072,ciciomt2024,0
s226051,causal,40,0.5,0.7685,0.06072,ciciomt2024,0
s226051,causal,40,0.75,0.76848,0.06074,ciciomt2024,0
s226051,causal,40,1.0,0.76848,0.06074,ciciomt2024,0
s226051,causal,41,0.0,0.82922,0.0,ciciomt2024,0
s226051,causal,41,0.25,0.78554,0.04369,ciciomt2024,0
s226051,causal,41,0.5,0.74931,0.07992,ciciomt2024,0
s226051,causal,41,0.75,0.72873,0.1005,ciciomt2024,0
s226051,causal,41,1.0,0.67922,0.15,ciciomt2024,0
s226051,non_causal,20,0.0,0.82922,0.0,ciciomt2024,0
s226051,non_causal,20,0.25,0.82922,0.0,ciciomt2024,0
s226051,non_causal,20,0.5,0.82922,0.0,ciciomt2024,0
s226051,non_causal,20,0.75,0.82922,0.0,ciciomt2024,0
s226051,non_causal,20,1.0,0.82922,0.0,ciciomt2024,0
s226051,non_causal,31,0.0,0.82922,0.0,ciciomt2024,0
s226051,non_causal,31,0.25,0.84613,-0.01691,ciciomt2024,0
s226051,non_causal,31,0.5,0.83644,-0.00722,ciciomt2024,0
s226051,non_causal,31,0.75,0.83644,-0.00722,ciciomt2024,0
s226051,non_causal,31,1.0,0.83644,-0.00722,ciciomt2024,0
s226051,non_causal,24,0.0,0.82922,0.0,ciciomt2024,0
s226051,non_causal,24,0.25,0.80301,0.02621,ciciomt2024,0
s226051,non_causal,24,0.5,0.61787,0.21135,ciciomt2024,0
s226051,non_causal,24,0.75,0.9422,-0.11298,ciciomt2024,0
s226051,non_causal,24,1.0,0.94198,-0.11275,ciciomt2024,0
s647796,causal,0,0.0,0.70299,0.0,ciciomt2024,0
s647796,causal,0,0.25,0.08924,0.61375,ciciomt2024,0
s647796,causal,0,0.5,0.08924,0.61375,ciciomt2024,0
s647796,causal,0,0.75,0.08924,0.61375,ciciomt2024,0
s647796,causal,0,1.0,0.08923,0.61375,ciciomt2024,0
s647796,causal,1,0.0,0.70299,0.0,ciciomt2024,0
s647796,causal,1,0.25,0.70205,0.00093,ciciomt2024,0
s647796,causal,1,0.5,0.6491,0.05389,ciciomt2024,0
s647796,causal,1,0.75,0.6491,0.05389,ciciomt2024,0
s647796,causal,1,1.0,0.6491,0.05389,ciciomt2024,0
s647796,causal,3,0.0,0.70299,0.0,ciciomt2024,0
s647796,causal,3,0.25,0.93509,-0.2321,ciciomt2024,0
s647796,causal,3,0.5,0.93107,-0.22809,ciciomt2024,0
s647796,causal,3,0.75,0.06158,0.64141,ciciomt2024,0
s647796,causal,3,1.0,0.09601,0.60697,ciciomt2024,0
s647796,causal,13,0.0,0.70299,0.0,ciciomt2024,0
s647796,causal,13,0.25,0.43801,0.26498,ciciomt2024,0
s647796,causal,13,0.5,0.43799,0.26499,ciciomt2024,0
s647796,causal,13,0.75,0.43799,0.26499,ciciomt2024,0
s647796,causal,13,1.0,0.43797,0.26502,ciciomt2024,0
s647796,causal,15,0.0,0.70299,0.0,ciciomt2024,0
s647796,causal,15,0.25,0.48069,0.22229,ciciomt2024,0
s647796,causal,15,0.5,0.48069,0.2223,ciciomt2024,0
s647796,causal,15,0.75,0.48069,0.2223,ciciomt2024,0
s647796,causal,15,1.0,0.48069,0.2223,ciciomt2024,0
s647796,causal,33,0.0,0.70299,0.0,ciciomt2024,0
s647796,causal,33,0.25,0.47125,0.23174,ciciomt2024,0
s647796,causal,33,0.5,0.45352,0.24946,ciciomt2024,0
s647796,causal,33,0.75,0.45352,0.24946,ciciomt2024,0
s647796,causal,33,1.0,0.45352,0.24946,ciciomt2024,0
s647796,causal,35,0.0,0.70299,0.0,ciciomt2024,0
s647796,causal,35,0.25,0.4234,0.27958,ciciomt2024,0
s647796,causal,35,0.5,0.4234,0.27958,ciciomt2024,0
s647796,causal,35,0.75,0.41005,0.29293,ciciomt2024,0
s647796,causal,35,1.0,0.41005,0.29294,ciciomt2024,0
s647796,causal,36,0.0,0.70299,0.0,ciciomt2024,0
s647796,causal,36,0.25,0.71833,-0.01534,ciciomt2024,0
s647796,causal,36,0.5,0.62503,0.07796,ciciomt2024,0
s647796,causal,36,0.75,0.62503,0.07796,ciciomt2024,0
s647796,causal,36,1.0,0.62503,0.07796,ciciomt2024,0
s647796,causal,40,0.0,0.70299,0.0,ciciomt2024,0
s647796,causal,40,0.25,0.62011,0.08288,ciciomt2024,0
s647796,causal,40,0.5,0.62011,0.08288,ciciomt2024,0
s647796,causal,40,0.75,0.62009,0.08289,ciciomt2024,0
s647796,causal,40,1.0,0.62009,0.08289,ciciomt2024,0
s647796,causal,41,0.0,0.70299,0.0,ciciomt2024,0
s647796,causal,41,0.25,0.63832,0.06467,ciciomt2024,0
s647796,causal,41,0.5,0.59959,0.1034,ciciomt2024,0
s647796,causal,41,0.75,0.57374,0.12925,ciciomt2024,0
s647796,causal,41,1.0,0.51477,0.18821,ciciomt2024,0
s647796,non_causal,4,0.0,0.70299,0.0,ciciomt2024,0
s647796,non_causal,4,0.25,0.70299,0.0,ciciomt2024,0
s647796,non_causal,4,0.5,0.70299,0.0,ciciomt2024,0
s647796,non_causal,4,0.75,0.70299,0.0,ciciomt2024,0
s647796,non_causal,4,1.0,0.70299,0.0,ciciomt2024,0
s647796,non_causal,6,0.0,0.70299,0.0,ciciomt2024,0
s647796,non_causal,6,0.25,0.70299,0.0,ciciomt2024,0
s647796,non_causal,6,0.5,0.70299,0.0,ciciomt2024,0
s647796,non_causal,6,0.75,0.70299,0.0,ciciomt2024,0
s647796,non_causal,6,1.0,0.70299,0.0,ciciomt2024,0
s647796,non_causal,32,0.0,0.70299,0.0,ciciomt2024,0
s647796,non_causal,32,0.25,0.69801,0.00498,ciciomt2024,0
s647796,non_causal,32,0.5,0.69802,0.00496,ciciomt2024,0
s647796,non_causal,32,0.75,0.69798,0.00501,ciciomt2024,0
s647796,non_causal,32,1.0,0.69798,0.00501,ciciomt2024,0
s729596,causal,0,0.0,0.5025,0.0,ciciomt2024,0
s729596,causal,0,0.25,0.09704,0.40546,ciciomt2024,0
s729596,causal,0,0.5,0.09704,0.40546,ciciomt2024,0
s729596,causal,0,0.75,0.09704,0.40546,ciciomt2024,0
s729596,causal,0,1.0,0.09704,0.40546,ciciomt2024,0
s729596,causal,3,0.0,0.5025,0.0,ciciomt2024,0
s729596,causal,3,0.25,0.89247,-0.38997,ciciomt2024,0
s729596,causal,3,0.5,0.91062,-0.40812,ciciomt2024,0
s729596,causal,3,0.75,0.03635,0.46615,ciciomt2024,0
s729596,causal,3,1.0,0.10493,0.39757,ciciomt2024,0
s729596,causal,13,0.0,0.5025,0.0,ciciomt2024,0
s729596,causal,13,0.25,0.25251,0.24999,ciciomt2024,0
s729596,causal,13,0.5,0.2525,0.25,ciciomt2024,0
s729596,causal,13,0.75,0.2525,0.25,ciciomt2024,0
s729596,causal,13,1.0,0.25249,0.25001,ciciomt2024,0
s729596,causal,15,0.0,0.5025,0.0,ciciomt2024,0
s729596,causal,15,0.25,0.37434,0.12816,ciciomt2024,0
s729596,causal,15,0.5,0.37434,0.12816,ciciomt2024,0
s729596,causal,15,0.75,0.37434,0.12816,ciciomt2024,0
s729596,causal,15,1.0,0.37434,0.12816,ciciomt2024,0
s729596,causal,33,0.0,0.5025,0.0,ciciomt2024,0
s729596,causal,33,0.25,0.25928,0.24321,ciciomt2024,0
s729596,causal,33,0.5,0.25928,0.24321,ciciomt2024,0
s729596,causal,33,0.75,0.25928,0.24321,ciciomt2024,0
s729596,causal,33,1.0,0.25928,0.24321,ciciomt2024,0
s729596,causal,35,0.0,0.5025,0.0,ciciomt2024,0
s729596,causal,35,0.25,0.27195,0.23055,ciciomt2024,0
s729596,causal,35,0.5,0.27195,0.23055,ciciomt2024,0
s729596,causal,35,0.75,0.26476,0.23773,ciciomt2024,0
s729596,causal,35,1.0,0.26476,0.23774,ciciomt2024,0
s729596,causal,36,0.0,0.5025,0.0,ciciomt2024,0
s729596,causal,36,0.25,0.45633,0.04617,ciciomt2024,0
s729596,causal,36,0.5,0.36599,0.13651,ciciomt2024,0
s729596,causal,36,0.75,0.36599,0.13651,ciciomt2024,0
s729596,causal,36,1.0,0.36599,0.13651,ciciomt2024,0
s729596,causal,40,0.0,0.5025,0.0,ciciomt2024,0
s729596,causal,40,0.25,0.22078,0.28172,ciciomt2024,0
s729596,causal,40,0.5,0.22078,0.28172,ciciomt2024,0
s729596,causal,40,0.75,0.22077,0.28173,ciciomt2024,0
s729596,causal,40,1.0,0.22077,0.28172,ciciomt2024,0
s729596,causal,41,0.0,0.5025,0.0,ciciomt2024,0
s729596,causal,41,0.25,0.42957,0.07293,ciciomt2024,0
s729596,causal,41,0.5,0.36898,0.13352,ciciomt2024,0
s729596,causal,41,0.75,0.33341,0.16909,ciciomt2024,0
s729596,causal,41,1.0,0.28276,0.21974,ciciomt2024,0
s729596,non_causal,25,0.0,0.5025,0.0,ciciomt2024,0
s729596,non_causal,25,0.25,0.5025,0.0,ciciomt2024,0
s729596,non_causal,25,0.5,0.5025,0.0,ciciomt2024,0
s729596,non_causal,25,0.75,0.5025,0.0,ciciomt2024,0
s729596,non_causal,25,1.0,0.5025,0.0,ciciomt2024,0
s729596,non_causal,37,0.0,0.5025,0.0,ciciomt2024,0
s729596,non_causal,37,0.25,0.5025,0.0,ciciomt2024,0
s729596,non_causal,37,0.5,0.5025,0.0,ciciomt2024,0
s729596,non_causal,37,0.75,0.5025,0.0,ciciomt2024,0
s729596,non_causal,37,1.0,0.5025,0.0,ciciomt2024,0
s729596,non_causal,11,0.0,0.5025,0.0,ciciomt2024,0
s729596,non_causal,11,0.25,0.5025,0.0,ciciomt2024,0
s729596,non_causal,11,0.5,0.5025,0.0,ciciomt2024,0
s729596,non_causal,11,0.75,0.5025,0.0,ciciomt2024,0
s729596,non_causal,11,1.0,0.5025,0.0,ciciomt2024,0
s746866,causal,0,0.0,0.61703,0.0,ciciomt2024,0
s746866,causal,0,0.25,0.48567,0.13136,ciciomt2024,0
s746866,causal,0,0.5,0.48567,0.13136,ciciomt2024,0
s746866,causal,0,0.75,0.48567,0.13136,ciciomt2024,0
s746866,causal,0,1.0,0.48563,0.1314,ciciomt2024,0
s746866,causal,3,0.0,0.61703,0.0,ciciomt2024,0
s746866,causal,3,0.25,0.22343,0.3936,ciciomt2024,0
s746866,causal,3,0.5,0.63493,-0.01789,ciciomt2024,0
s746866,causal,3,0.75,0.16504,0.45199,ciciomt2024,0
s746866,causal,3,1.0,0.11903,0.498,ciciomt2024,0
s746866,causal,8,0.0,0.61703,0.0,ciciomt2024,0
s746866,causal,8,0.25,0.51838,0.09865,ciciomt2024,0
s746866,causal,8,0.5,0.5456,0.07143,ciciomt2024,0
s746866,causal,8,0.75,0.54552,0.07151,ciciomt2024,0
s746866,causal,8,1.0,0.54552,0.07151,ciciomt2024,0
s746866,causal,13,0.0,0.61703,0.0,ciciomt2024,0
s746866,causal,13,0.25,0.52,0.09703,ciciomt2024,0
s746866,causal,13,0.5,0.51998,0.09705,ciciomt2024,0
s746866,causal,13,0.75,0.51998,0.09705,ciciomt2024,0
s746866,causal,13,1.0,0.51996,0.09707,ciciomt2024,0
s746866,causal,33,0.0,0.61703,0.0,ciciomt2024,0
s746866,causal,33,0.25,0.39132,0.22571,ciciomt2024,0
s746866,causal,33,0.5,0.39132,0.22571,ciciomt2024,0
s746866,causal,33,0.75,0.39132,0.22571,ciciomt2024,0
s746866,causal,33,1.0,0.39132,0.22571,ciciomt2024,0
s746866,causal,35,0.0,0.61703,0.0,ciciomt2024,0
s746866,causal,35,0.25,0.39803,0.219,ciciomt2024,0
s746866,causal,35,0.5,0.39803,0.219,ciciomt2024,0
s746866,causal,35,0.75,0.3893,0.22773,ciciomt2024,0
s746866,causal,35,1.0,0.38929,0.22774,ciciomt2024,0
s746866,causal,36,0.0,0.61703,0.0,ciciomt2024,0
s746866,causal,36,0.25,0.52428,0.09275,ciciomt2024,0
s746866,causal,36,0.5,0.44575,0.17128,ciciomt2024,0
s746866,causal,36,0.75,0.44575,0.17128,ciciomt2024,0
s746866,causal,36,1.0,0.44575,0.17128,ciciomt2024,0
s746866,causal,40,0.0,0.61703,0.0,ciciomt2024,0
s746866,causal,40,0.25,0.32899,0.28805,ciciomt2024,0
s746866,causal,40,0.5,0.32899,0.28805,ciciomt2024,0
s746866,causal,40,0.75,0.32898,0.28806,ciciomt2024,0
s746866,causal,40,1.0,0.32898,0.28805,ciciomt2024,0
s746866,causal,41,0.0,0.61703,0.0,ciciomt2024,0
s746866,causal,41,0.25,0.48375,0.13328,ciciomt2024,0
s746866,causal,41,0.5,0.39987,0.21716,ciciomt2024,0
s746866,causal,41,0.75,0.34101,0.27602,ciciomt2024,0
s746866,causal,41,1.0,0.26153,0.3555,ciciomt2024,0
s746866,non_causal,11,0.0,0.61703,0.0,ciciomt2024,0
s746866,non_causal,11,0.25,0.61703,0.0,ciciomt2024,0
s746866,non_causal,11,0.5,0.61703,0.0,ciciomt2024,0
s746866,non_causal,11,0.75,0.61703,0.0,ciciomt2024,0
s746866,non_causal,11,1.0,0.61703,0.0,ciciomt2024,0
s746866,non_causal,18,0.0,0.61703,0.0,ciciomt2024,0
s746866,non_causal,18,0.25,0.61703,0.0,ciciomt2024,0
s746866,non_causal,18,0.5,0.61703,0.0,ciciomt2024,0
s746866,non_causal,18,0.75,0.61703,0.0,ciciomt2024,0
s746866,non_causal,18,1.0,0.61703,0.0,ciciomt2024,0
s746866,non_causal,30,0.0,0.61703,0.0,ciciomt2024,0
s746866,non_causal,30,0.25,0.61703,0.0,ciciomt2024,0
s746866,non_causal,30,0.5,0.61703,0.0,ciciomt2024,0
s746866,non_causal,30,0.75,0.61703,0.0,ciciomt2024,0
s746866,non_causal,30,1.0,0.61703,0.0,ciciomt2024,0
s751746,causal,0,0.0,0.9263,0.0,ciciomt2024,0
s751746,causal,0,0.25,0.13,0.7963,ciciomt2024,0
s751746,causal,0,0.5,0.13,0.7963,ciciomt2024,0
s751746,causal,0,0.75,0.13,0.7963,ciciomt2024,0
s751746,causal,0,1.0,0.12999,0.79631,ciciomt2024,0
s751746,causal,3,0.0,0.9263,0.0,ciciomt2024,0
s751746,causal,3,0.25,0.92109,0.00521,ciciomt2024,0
s751746,causal,3,0.5,0.24965,0.67664,ciciomt2024,0
s751746,causal,3,0.75,0.00716,0.91913,ciciomt2024,0
s751746,causal,3,1.0,0.09816,0.82814,ciciomt2024,0
s751746,causal,13,0.0,0.9263,0.0,ciciomt2024,0
s751746,causal,13,0.25,0.76581,0.16049,ciciomt2024,0
s751746,causal,13,0.5,0.76579,0.16051,ciciomt2024,0
s751746,causal,13,0.75,0.76579,0.16051,ciciomt2024,0
s751746,causal,13,1.0,0.76575,0.16054,ciciomt2024,0
s751746,causal,15,0.0,0.9263,0.0,ciciomt2024,0
s751746,causal,15,0.25,0.70873,0.21757,ciciomt2024,0
s751746,causal,15,0.5,0.70872,0.21758,ciciomt2024,0
s751746,causal,15,0.75,0.70871,0.21758,ciciomt2024,0
s751746,causal,15,1.0,0.70871,0.21758,ciciomt2024,0
s751746,causal,36,0.0,0.9263,0.0,ciciomt2024,0
s751746,causal,36,0.25,0.92461,0.00169,ciciomt2024,0
s751746,causal,36,0.5,0.82909,0.0972,ciciomt2024,0
s751746,causal,36,0.75,0.82909,0.0972,ciciomt2024,0
s751746,causal,36,1.0,0.82909,0.0972,ciciomt2024,0
s751746,causal,41,0.0,0.9263,0.0,ciciomt2024,0
s751746,causal,41,0.25,0.89975,0.02655,ciciomt2024,0
s751746,causal,41,0.5,0.89674,0.02956,ciciomt2024,0
s751746,causal,41,0.75,0.87605,0.05024,ciciomt2024,0
s751746,causal,41,1.0,0.84805,0.07825,ciciomt2024,0
s751746,non_causal,11,0.0,0.9263,0.0,ciciomt2024,0
s751746,non_causal,11,0.25,0.9263,0.0,ciciomt2024,0
s751746,non_causal,11,0.5,0.9263,0.0,ciciomt2024,0
s751746,non_causal,11,0.75,0.9263,0.0,ciciomt2024,0
s751746,non_causal,11,1.0,0.9263,0.0,ciciomt2024,0
s751746,non_causal,9,0.0,0.9263,0.0,ciciomt2024,0
s751746,non_causal,9,0.25,0.93766,-0.01136,ciciomt2024,0
s751746,non_causal,9,0.5,0.93766,-0.01136,ciciomt2024,0
s751746,non_causal,9,0.75,0.93763,-0.01133,ciciomt2024,0
s751746,non_causal,9,1.0,0.93727,-0.01097,ciciomt2024,0
s751746,non_causal,16,0.0,0.9263,0.0,ciciomt2024,0
s751746,non_causal,16,0.25,0.9263,0.0,ciciomt2024,0
s751746,non_causal,16,0.5,0.9263,0.0,ciciomt2024,0
s751746,non_causal,16,0.75,0.9263,0.0,ciciomt2024,0
s751746,non_causal,16,1.0,0.9263,0.0,ciciomt2024,0
s688470,causal,0,0.0,0.72943,0.0,ciciomt2024,0
s688470,causal,0,0.25,0.18495,0.54448,ciciomt2024,0
s688470,causal,0,0.5,0.18495,0.54448,ciciomt2024,0
s688470,causal,0,0.75,0.18495,0.54448,ciciomt2024,0
s688470,causal,0,1.0,0.18494,0.54449,ciciomt2024,0
s688470,causal,1,0.0,0.72943,0.0,ciciomt2024,0
s688470,causal,1,0.25,0.6725,0.05693,ciciomt2024,0
s688470,causal,1,0.5,0.62206,0.10737,ciciomt2024,0
s688470,causal,1,0.75,0.56845,0.16098,ciciomt2024,0
s688470,causal,1,1.0,0.56845,0.16098,ciciomt2024,0
s688470,causal,3,0.0,0.72943,0.0,ciciomt2024,0
s688470,causal,3,0.25,0.71239,0.01704,ciciomt2024,0
s688470,causal,3,0.5,0.76098,-0.03155,ciciomt2024,0
s688470,causal,3,0.75,0.72321,0.00622,ciciomt2024,0
s688470,causal,3,1.0,0.09506,0.63437,ciciomt2024,0
s688470,causal,15,0.0,0.72943,0.0,ciciomt2024,0
s688470,causal,15,0.25,0.60769,0.12173,ciciomt2024,0
s688470,causal,15,0.5,0.60769,0.12174,ciciomt2024,0
s688470,causal,15,0.75,0.60769,0.12174,ciciomt2024,0
s688470,causal,15,1.0,0.60768,0.12174,ciciomt2024,0
s688470,causal,33,0.0,0.72943,0.0,ciciomt2024,0
s688470,causal,33,0.25,0.59166,0.13776,ciciomt2024,0
s688470,causal,33,0.5,0.59166,0.13776,ciciomt2024,0
s688470,causal,33,0.75,0.59166,0.13776,ciciomt2024,0
s688470,causal,33,1.0,0.59166,0.13776,ciciomt2024,0
s688470,causal,35,0.0,0.72943,0.0,ciciomt2024,0
s688470,causal,35,0.25,0.52279,0.20664,ciciomt2024,0
s688470,causal,35,0.5,0.52279,0.20664,ciciomt2024,0
s688470,causal,35,0.75,0.52129,0.20814,ciciomt2024,0
s688470,causal,35,1.0,0.52128,0.20814,ciciomt2024,0
s688470,causal,40,0.0,0.72943,0.0,ciciomt2024,0
s688470,causal,40,0.25,0.62311,0.10631,ciciomt2024,0
s688470,causal,40,0.5,0.62311,0.10631,ciciomt2024,0
s688470,causal,40,0.75,0.62309,0.10633,ciciomt2024,0
s688470,causal,40,1.0,0.62309,0.10633,ciciomt2024,0
s688470,causal,41,0.0,0.72943,0.0,ciciomt2024,0
s688470,causal,41,0.25,0.67034,0.05909,ciciomt2024,0
s688470,causal,41,0.5,0.62397,0.10546,ciciomt2024,0
s688470,causal,41,0.75,0.59864,0.13079,ciciomt2024,0
s688470,causal,41,1.0,0.54036,0.18907,ciciomt2024,0
s688470,non_causal,6,0.0,0.72943,0.0,ciciomt2024,0
s688470,non_causal,6,0.25,0.72943,0.0,ciciomt2024,0
s688470,non_causal,6,0.5,0.72943,0.0,ciciomt2024,0
s688470,non_causal,6,0.75,0.72943,0.0,ciciomt2024,0
s688470,non_causal,6,1.0,0.72943,0.0,ciciomt2024,0
s688470,non_causal,12,0.0,0.72943,0.0,ciciomt2024,0
s688470,non_causal,12,0.25,0.72943,0.0,ciciomt2024,0
s688470,non_causal,12,0.5,0.72943,0.0,ciciomt2024,0
s688470,non_causal,12,0.75,0.72943,0.0,ciciomt2024,0
s688470,non_causal,12,1.0,0.72943,0.0,ciciomt2024,0
s688470,non_causal,20,0.0,0.72943,0.0,ciciomt2024,0
s688470,non_causal,20,0.25,0.72943,0.0,ciciomt2024,0
s688470,non_causal,20,0.5,0.72943,0.0,ciciomt2024,0
s688470,non_causal,20,0.75,0.72943,0.0,ciciomt2024,0
s688470,non_causal,20,1.0,0.72943,0.0,ciciomt2024,0
s641303,causal,0,0.0,0.78806,0.0,ciciomt2024,0
s641303,causal,0,0.25,0.12859,0.65947,ciciomt2024,0
s641303,causal,0,0.5,0.12859,0.65947,ciciomt2024,0
s641303,causal,0,0.75,0.12859,0.65947,ciciomt2024,0
s641303,causal,0,1.0,0.12858,0.65948,ciciomt2024,0
s641303,causal,1,0.0,0.78806,0.0,ciciomt2024,0
s641303,causal,1,0.25,0.76081,0.02725,ciciomt2024,0
s641303,causal,1,0.5,0.715,0.07306,ciciomt2024,0
s641303,causal,1,0.75,0.715,0.07306,ciciomt2024,0
