sample_id,feature_kind,feature_idx,ablation_frac,detect_prob,detect_drop,dataset,seed
s129551,non_causal,35,0.25,0.99988,0.0,fiveg_nidd,0
s129551,non_causal,35,0.5,0.99988,0.0,fiveg_nidd,0
s129551,non_causal,35,0.75,0.99988,0.0,fiveg_nidd,0
s129551,non_causal,35,1.0,0.99988,0.0,fiveg_nidd,0
s129551,non_causal,5,0.0,0.99988,0.0,fiveg_nidd,0
s129551,non_causal,5,0.25,0.99988,0.0,fiveg_nidd,0
s129551,non_causal,5,0.5,0.99988,0.0,fiveg_nidd,0
s129551,non_causal,5,0.75,0.99988,0.0,fiveg_nidd,0
s129551,non_causal,5,1.0,0.99988,0.0,fiveg_nidd,0
s129551,non_causal,15,0.0,0.99988,0.0,fiveg_nidd,0
s129551,non_causal,15,0.25,0.9999,-1e-05,fiveg_nidd,0
s129551,non_causal,15,0.5,0.9999,-1e-05,fiveg_nidd,0
s129551,non_causal,15,0.75,0.9999,-1e-05,fiveg_nidd,0
s129551,non_causal,15,1.0,0.9999,-1e-05,fiveg_nidd,0
s140444,causal,0,0.0,0.9525,0.0,fiveg_nidd,0
s140444,causal,0,0.25,0.89724,0.05526,fiveg_nidd,0
s140444,causal,0,0.5,0.89724,0.05526,fiveg_nidd,0
s140444,causal,0,0.75,0.88611,0.0664,fiveg_nidd,0
s140444,causal,0,1.0,0.88379,0.06871,fiveg_nidd,0
s140444,causal,8,0.0,0.9525,0.0,fiveg_nidd,0
s140444,causal,8,0.25,0.47634,0.47616,fiveg_nidd,0
s140444,causal,8,0.5,0.47634,0.47616,fiveg_nidd,0
s140444,causal,8,0.75,0.47634,0.47616,fiveg_nidd,0
s140444,causal,8,1.0,0.47634,0.47616,fiveg_nidd,0
s140444,causal,29,0.0,0.9525,0.0,fiveg_nidd,0
s140444,causal,29,0.25,0.93545,0.01706,fiveg_nidd,0
s140444,causal,29,0.5,0.42859,0.52391,fiveg_nidd,0
s140444,causal,29,0.75,0.51606,0.43644,fiveg_nidd,0
s140444,causal,29,1.0,0.51606,0.43644,fiveg_nidd,0
s140444,causal,30,0.0,0.9525,0.0,fiveg_nidd,0
s140444,causal,30,0.25,0.7692,0.18331,fiveg_nidd,0
s140444,causal,30,0.5,0.7692,0.18331,fiveg_nidd,0
s140444,causal,30,0.75,0.7692,0.18331,fiveg_nidd,0
s140444,causal,30,1.0,0.7692,0.18331,fiveg_nidd,0
s140444,causal,31,0.0,0.9525,0.0,fiveg_nidd,0
s140444,causal,31,0.25,0.8199,0.13261,fiveg_nidd,0
s140444,causal,31,0.5,0.8199,0.13261,fiveg_nidd,0
s140444,causal,31,0.75,0.8199,0.13261,fiveg_nidd,0
s140444,causal,31,1.0,0.8199,0.13261,fiveg_nidd,0
s140444,causal,32,0.0,0.9525,0.0,fiveg_nidd,0
s140444,causal,32,0.25,0.05185,0.90065,fiveg_nidd,0
s140444,causal,32,0.5,0.05185,0.90065,fiveg_nidd,0
s140444,causal,32,0.75,0.05185,0.90065,fiveg_nidd,0
s140444,causal,32,1.0,0.05185,0.90065,fiveg_nidd,0
s140444,causal,40,0.0,0.9525,0.0,fiveg_nidd,0
s140444,causal,40,0.25,0.9252,0.0273,fiveg_nidd,0
s140444,causal,40,0.5,0.23052,0.72199,fiveg_nidd,0
s140444,causal,40,0.75,0.00918,0.94332,fiveg_nidd,0
s140444,causal,40,1.0,0.00918,0.94332,fiveg_nidd,0
s140444,non_causal,37,0.0,0.9525,0.0,fiveg_nidd,0
s140444,non_causal,37,0.25,0.9525,0.0,fiveg_nidd,0
s140444,non_causal,37,0.5,0.93586,0.01665,fiveg_nidd,0
s140444,non_causal,37,0.75,0.93586,0.01665,fiveg_nidd,0
s140444,non_causal,37,1.0,0.93586,0.01665,fiveg_nidd,0
s140444,non_causal,26,0.0,0.9525,0.0,fiveg_nidd,0
s140444,non_causal,26,0.25,0.9525,0.0,fiveg_nidd,0
s140444,non_causal,26,0.5,0.9525,0.0,fiveg_nidd,0
s140444,non_causal,26,0.75,0.9525,0.0,fiveg_nidd,0
s140444,non_causal,26,1.0,0.9525,0.0,fiveg_nidd,0
s140444,non_causal,24,0.0,0.9525,0.0,fiveg_nidd,0
s140444,non_causal,24,0.25,0.9525,0.0,fiveg_nidd,0
s140444,non_causal,24,0.5,0.9525,0.0,fiveg_nidd,0
s140444,non_causal,24,0.75,0.9525,0.0,fiveg_nidd,0
s140444,non_causal,24,1.0,0.9525,0.0,fiveg_nidd,0
s350314,causal,29,0.0,0.99915,0.0,fiveg_nidd,0
s350314,causal,29,0.25,0.99877,0.00038,fiveg_nidd,0
s350314,causal,29,0.5,0.7799,0.21925,fiveg_nidd,0
s350314,causal,29,0.75,0.83729,0.16186,fiveg_nidd,0
s350314,causal,29,1.0,0.83729,0.16186,fiveg_nidd,0
s350314,causal,30,0.0,0.99915,0.0,fiveg_nidd,0
s350314,causal,30,0.25,0.92977,0.06938,fiveg_nidd,0
s350314,causal,30,0.5,0.92977,0.06938,fiveg_nidd,0
s350314,causal,30,0.75,0.92977,0.06938,fiveg_nidd,0
s350314,causal,30,1.0,0.92977,0.06938,fiveg_nidd,0
s350314,causal,32,0.0,0.99915,0.0,fiveg_nidd,0
s350314,causal,32,0.25,0.08864,0.91051,fiveg_nidd,0
s350314,causal,32,0.5,0.08864,0.91051,fiveg_nidd,0
s350314,causal,32,0.75,0.08864,0.91051,fiveg_nidd,0
s350314,causal,32,1.0,0.08864,0.91051,fiveg_nidd,0
s350314,causal,40,0.0,0.99915,0.0,fiveg_nidd,0
s350314,causal,40,0.25,0.999,0.00015,fiveg_nidd,0
s350314,causal,40,0.5,0.99713,0.00202,fiveg_nidd,0
s350314,causal,40,0.75,0.06452,0.93463,fiveg_nidd,0
s350314,causal,40,1.0,0.06452,0.93463,fiveg_nidd,0
s350314,non_causal,4,0.0,0.99915,0.0,fiveg_nidd,0
s350314,non_causal,4,0.25,0.99915,0.0,fiveg_nidd,0
s350314,non_causal,4,0.5,0.99915,0.0,fiveg_nidd,0
s350314,non_causal,4,0.75,0.99915,0.0,fiveg_nidd,0
s350314,non_causal,4,1.0,0.99915,0.0,fiveg_nidd,0
s350314,non_causal,24,0.0,0.99915,0.0,fiveg_nidd,0
s350314,non_causal,24,0.25,0.99915,0.0,fiveg_nidd,0
s350314,non_causal,24,0.5,0.99915,0.0,fiveg_nidd,0
s350314,non_causal,24,0.75,0.99915,0.0,fiveg_nidd,0
s350314,non_causal,24,1.0,0.99915,0.0,fiveg_nidd,0
s350314,non_causal,34,0.0,0.99915,0.0,fiveg_nidd,0
s350314,non_causal,34,0.25,0.99915,0.0,fiveg_nidd,0
s350314,non_causal,34,0.5,0.99915,0.0,fiveg_nidd,0
s350314,non_causal,34,0.75,0.99915,0.0,fiveg_nidd,0
s350314,non_causal,34,1.0,0.99915,0.0,fiveg_nidd,0
s324688,causal,0,0.0,0.88362,0.0,fiveg_nidd,0
s324688,causal,0,0.25,0.84903,0.03459,fiveg_nidd,0
s324688,causal,0,0.5,0.84903,0.03459,fiveg_nidd,0
s324688,causal,0,0.75,0.82887,0.05476,fiveg_nidd,0
s324688,causal,0,1.0,0.82587,0.05776,fiveg_nidd,0
s324688,causal,8,0.0,0.88362,0.0,fiveg_nidd,0
s324688,causal,8,0.25,0.28242,0.6012,fiveg_nidd,0
s324688,causal,8,0.5,0.28242,0.6012,fiveg_nidd,0
s324688,causal,8,0.75,0.28242,0.6012,fiveg_nidd,0
s324688,causal,8,1.0,0.28242,0.6012,fiveg_nidd,0
s324688,causal,9,0.0,0.88362,0.0,fiveg_nidd,0
s324688,causal,9,0.25,0.76729,0.11633,fiveg_nidd,0
s324688,causal,9,0.5,0.76729,0.11633,fiveg_nidd,0
s324688,causal,9,0.75,0.76729,0.11633,fiveg_nidd,0
s324688,causal,9,1.0,0.76729,0.11633,fiveg_nidd,0
s324688,causal,29,0.0,0.88362,0.0,fiveg_nidd,0
s324688,causal,29,0.25,0.84466,0.03896,fiveg_nidd,0
s324688,causal,29,0.5,0.22711,0.65651,fiveg_nidd,0
s324688,causal,29,0.75,0.29446,0.58916,fiveg_nidd,0
s324688,causal,29,1.0,0.29446,0.58916,fiveg_nidd,0
s324688,causal,30,0.0,0.88362,0.0,fiveg_nidd,0
s324688,causal,30,0.25,0.52003,0.3636,fiveg_nidd,0
s324688,causal,30,0.5,0.52003,0.3636,fiveg_nidd,0
s324688,causal,30,0.75,0.52003,0.3636,fiveg_nidd,0
s324688,causal,30,1.0,0.52003,0.3636,fiveg_nidd,0
s324688,causal,31,0.0,0.88362,0.0,fiveg_nidd,0
s324688,causal,31,0.25,0.57478,0.30884,fiveg_nidd,0
s324688,causal,31,0.5,0.57478,0.30884,fiveg_nidd,0
s324688,causal,31,0.75,0.57478,0.30884,fiveg_nidd,0
s324688,causal,31,1.0,0.57478,0.30884,fiveg_nidd,0
s324688,causal,32,0.0,0.88362,0.0,fiveg_nidd,0
s324688,causal,32,0.25,0.05178,0.83184,fiveg_nidd,0
s324688,causal,32,0.5,0.05178,0.83184,fiveg_nidd,0
s324688,causal,32,0.75,0.05178,0.83184,fiveg_nidd,0
s324688,causal,32,1.0,0.05178,0.83184,fiveg_nidd,0
s324688,causal,40,0.0,0.88362,0.0,fiveg_nidd,0
s324688,causal,40,0.25,0.80133,0.0823,fiveg_nidd,0
s324688,causal,40,0.5,0.02231,0.86131,fiveg_nidd,0
s324688,causal,40,0.75,0.02231,0.86131,fiveg_nidd,0
s324688,causal,40,1.0,0.02231,0.86131,fiveg_nidd,0
s324688,non_causal,23,0.0,0.88362,0.0,fiveg_nidd,0
s324688,non_causal,23,0.25,0.88362,0.0,fiveg_nidd,0
s324688,non_causal,23,0.5,0.88362,0.0,fiveg_nidd,0
s324688,non_causal,23,0.75,0.88362,0.0,fiveg_nidd,0
s324688,non_causal,23,1.0,0.88362,0.0,fiveg_nidd,0
s324688,non_causal,1,0.0,0.88362,0.0,fiveg_nidd,0
s324688,non_causal,1,0.25,0.88362,0.0,fiveg_nidd,0
s324688,non_causal,1,0.5,0.88362,0.0,fiveg_nidd,0
s324688,non_causal,1,0.75,0.88362,0.0,fiveg_nidd,0
s324688,non_causal,1,1.0,0.88362,0.0,fiveg_nidd,0
s324688,non_causal,6,0.0,0.88362,0.0,fiveg_nidd,0
s324688,non_causal,6,0.25,0.88362,0.0,fiveg_nidd,0
s324688,non_causal,6,0.5,0.88362,0.0,fiveg_nidd,0
s324688,non_causal,6,0.75,0.88362,0.0,fiveg_nidd,0
s324688,non_causal,6,1.0,0.88362,0.0,fiveg_nidd,0
s143546,causal,8,0.0,0.98691,0.0,fiveg_nidd,0
s143546,causal,8,0.25,0.77299,0.21392,fiveg_nidd,0
s143546,causal,8,0.5,0.77299,0.21392,fiveg_nidd,0
s143546,causal,8,0.75,0.77299,0.21392,fiveg_nidd,0
s143546,causal,8,1.0,0.77299,0.21392,fiveg_nidd,0
s143546,causal,29,0.0,0.98691,0.0,fiveg_nidd,0
s143546,causal,29,0.25,0.98125,0.00566,fiveg_nidd,0
s143546,causal,29,0.5,0.47784,0.50907,fiveg_nidd,0
s143546,causal,29,0.75,0.56919,0.41772,fiveg_nidd,0
s143546,causal,29,1.0,0.56919,0.41772,fiveg_nidd,0
s143546,causal,30,0.0,0.98691,0.0,fiveg_nidd,0
s143546,causal,30,0.25,0.69881,0.2881,fiveg_nidd,0
s143546,causal,30,0.5,0.69881,0.2881,fiveg_nidd,0
s143546,causal,30,0.75,0.69881,0.2881,fiveg_nidd,0
s143546,causal,30,1.0,0.69881,0.2881,fiveg_nidd,0
s143546,causal,31,0.0,0.98691,0.0,fiveg_nidd,0
s143546,causal,31,0.25,0.91896,0.06795,fiveg_nidd,0
s143546,causal,31,0.5,0.91896,0.06795,fiveg_nidd,0
s143546,causal,31,0.75,0.91896,0.06795,fiveg_nidd,0
s143546,causal,31,1.0,0.91896,0.06795,fiveg_nidd,0
s143546,causal,32,0.0,0.98691,0.0,fiveg_nidd,0
s143546,causal,32,0.25,0.07047,0.91644,fiveg_nidd,0
s143546,causal,32,0.5,0.07047,0.91644,fiveg_nidd,0
s143546,causal,32,0.75,0.07047,0.91644,fiveg_nidd,0
s143546,causal,32,1.0,0.07047,0.91644,fiveg_nidd,0
s143546,causal,40,0.0,0.98691,0.0,fiveg_nidd,0
s143546,causal,40,0.25,0.95211,0.0348,fiveg_nidd,0
s143546,causal,40,0.5,0.03595,0.95096,fiveg_nidd,0
s143546,causal,40,0.75,0.00492,0.98199,fiveg_nidd,0
s143546,causal,40,1.0,0.00492,0.98199,fiveg_nidd,0
s143546,non_causal,7,0.0,0.98691,0.0,fiveg_nidd,0
s143546,non_causal,7,0.25,0.98691,0.0,fiveg_nidd,0
s143546,non_causal,7,0.5,0.98691,0.0,fiveg_nidd,0
s143546,non_causal,7,0.75,0.98691,0.0,fiveg_nidd,0
s143546,non_causal,7,1.0,0.98691,0.0,fiveg_nidd,0
s143546,non_causal,18,0.0,0.98691,0.0,fiveg_nidd,0
s143546,non_causal,18,0.25,0.98579,0.00112,fiveg_nidd,0
s143546,non_causal,18,0.5,0.98579,0.00112,fiveg_nidd,0
s143546,non_causal,18,0.75,0.98579,0.00112,fiveg_nidd,0
s143546,non_causal,18,1.0,0.98579,0.00112,fiveg_nidd,0
s143546,non_causal,11,0.0,0.98691,0.0,fiveg_nidd,0
s143546,non_causal,11,0.25,0.98691,0.0,fiveg_nidd,0
s143546,non_causal,11,0.5,0.98691,0.0,fiveg_nidd,0
s143546,non_causal,11,0.75,0.98691,0.0,fiveg_nidd,0
s143546,non_causal,11,1.0,0.98691,0.0,fiveg_nidd,0
s119913,causal,8,0.0,0.99997,0.0,fiveg_nidd,0
s119913,causal,8,0.25,0.88791,0.11206,fiveg_nidd,0
s119913,causal,8,0.5,0.88791,0.11206,fiveg_nidd,0
s119913,causal,8,0.75,0.88791,0.11206,fiveg_nidd,0
s119913,causal,8,1.0,0.88791,0.11206,fiveg_nidd,0
s119913,causal,32,0.0,0.99997,0.0,fiveg_nidd,0
s119913,causal,32,0.25,0.83758,0.16239,fiveg_nidd,0
s119913,causal,32,0.5,0.83758,0.16239,fiveg_nidd,0
s119913,causal,32,0.75,0.83758,0.16239,fiveg_nidd,0
s119913,causal,32,1.0,0.83758,0.16239,fiveg_nidd,0
s119913,non_causal,26,0.0,0.99997,0.0,fiveg_nidd,0
s119913,non_causal,26,0.25,0.99997,0.0,fiveg_nidd,0
s119913,non_causal,26,0.5,0.99997,0.0,fiveg_nidd,0
s119913,non_causal,26,0.75,0.99997,0.0,fiveg_nidd,0
s119913,non_causal,26,1.0,0.99997,0.0,fiveg_nidd,0
s119913,non_causal,10,0.0,0.99997,0.0,fiveg_nidd,0
s119913,non_causal,10,0.25,0.99997,0.0,fiveg_nidd,0
s119913,non_causal,10,0.5,0.99997,0.0,fiveg_nidd,0
s119913,non_causal,10,0.75,0.99997,0.0,fiveg_nidd,0
s119913,non_causal,10,1.0,0.99997,0.0,fiveg_nidd,0
s119913,non_causal,5,0.0,0.99997,0.0,fiveg_nidd,0
s119913,non_causal,5,0.25,0.99997,0.0,fiveg_nidd,0
s119913,non_causal,5,0.5,0.99997,0.0,fiveg_nidd,0
s119913,non_causal,5,0.75,0.99997,0.0,fiveg_nidd,0
s119913,non_causal,5,1.0,0.99997,0.0,fiveg_nidd,0
s293339,causal,8,0.0,0.98021,0.0,fiveg_nidd,0
s293339,causal,8,0.25,0.69281,0.2874,fiveg_nidd,0
s293339,causal,8,0.5,0.69281,0.2874,fiveg_nidd,0
s293339,causal,8,0.75,0.69281,0.2874,fiveg_nidd,0
s293339,causal,8,1.0,0.69281,0.2874,fiveg_nidd,0
s293339,causal,29,0.0,0.98021,0.0,fiveg_nidd,0
s293339,causal,29,0.25,0.97176,0.00845,fiveg_nidd,0
s293339,causal,29,0.5,0.43325,0.54696,fiveg_nidd,0
s293339,causal,29,0.75,0.5241,0.45611,fiveg_nidd,0
s293339,causal,29,1.0,0.5241,0.45611,fiveg_nidd,0
s293339,causal,30,0.0,0.98021,0.0,fiveg_nidd,0
s293339,causal,30,0.25,0.75792,0.22229,fiveg_nidd,0
s293339,causal,30,0.5,0.75792,0.22229,fiveg_nidd,0
s293339,causal,30,0.75,0.75792,0.22229,fiveg_nidd,0
s293339,causal,30,1.0,0.75792,0.22229,fiveg_nidd,0
s293339,causal,31,0.0,0.98021,0.0,fiveg_nidd,0
s293339,causal,31,0.25,0.88356,0.09665,fiveg_nidd,0
s293339,causal,31,0.5,0.88356,0.09665,fiveg_nidd,0
s293339,causal,31,0.75,0.88356,0.09665,fiveg_nidd,0
s293339,causal,31,1.0,0.88356,0.09665,fiveg_nidd,0
s293339,causal,32,0.0,0.98021,0.0,fiveg_nidd,0
s293339,causal,32,0.25,0.05737,0.92284,fiveg_nidd,0
s293339,causal,32,0.5,0.05737,0.92284,fiveg_nidd,0
s293339,causal,32,0.75,0.05737,0.92284,fiveg_nidd,0
s293339,causal,32,1.0,0.05737,0.92284,fiveg_nidd,0
s293339,causal,40,0.0,0.98021,0.0,fiveg_nidd,0
s293339,causal,40,0.25,0.93098,0.04923,fiveg_nidd,0
s293339,causal,40,0.5,0.02486,0.95535,fiveg_nidd,0
s293339,causal,40,0.75,0.00427,0.97594,fiveg_nidd,0
s293339,causal,40,1.0,0.00427,0.97594,fiveg_nidd,0
s293339,non_causal,15,0.0,0.98021,0.0,fiveg_nidd,0
s293339,non_causal,15,0.25,0.97325,0.00696,fiveg_nidd,0
s293339,non_causal,15,0.5,0.97325,0.00696,fiveg_nidd,0
s293339,non_causal,15,0.75,0.97325,0.00696,fiveg_nidd,0
s293339,non_causal,15,1.0,0.97325,0.00696,fiveg_nidd,0
s293339,non_causal,3,0.0,0.98021,0.0,fiveg_nidd,0
s293339,non_causal,3,0.25,0.98021,0.0,fiveg_nidd,0
s293339,non_causal,3,0.5,0.98021,0.0,fiveg_nidd,0
s293339,non_causal,3,0.75,0.98021,0.0,fiveg_nidd,0
s293339,non_causal,3,1.0,0.98021,0.0,fiveg_nidd,0
s293339,non_causal,5,0.0,0.98021,0.0,fiveg_nidd,0
s293339,non_causal,5,0.25,0.98021,0.0,fiveg_nidd,0
s293339,non_causal,5,0.5,0.98021,0.0,fiveg_nidd,0
s293339,non_causal,5,0.75,0.98021,0.0,fiveg_nidd,0
s293339,non_causal,5,1.0,0.98021,0.0,fiveg_nidd,0
s179833,causal,8,0.0,0.99179,0.0,fiveg_nidd,0
s179833,causal,8,0.25,0.84365,0.14813,fiveg_nidd,0
s179833,causal,8,0.5,0.84365,0.14813,fiveg_nidd,0
s179833,causal,8,0.75,0.84365,0.14813,fiveg_nidd,0
s179833,causal,8,1.0,0.84365,0.14813,fiveg_nidd,0
s179833,causal,29,0.0,0.99179,0.0,fiveg_nidd,0
s179833,causal,29,0.25,0.98735,0.00444,fiveg_nidd,0
s179833,causal,29,0.5,0.53515,0.45664,fiveg_nidd,0
s179833,causal,29,0.75,0.62464,0.36715,fiveg_nidd,0
s179833,causal,29,1.0,0.62464,0.36715,fiveg_nidd,0
s179833,causal,30,0.0,0.99179,0.0,fiveg_nidd,0
s179833,causal,30,0.25,0.8344,0.15738,fiveg_nidd,0
s179833,causal,30,0.5,0.8344,0.15738,fiveg_nidd,0
s179833,causal,30,0.75,0.8344,0.15738,fiveg_nidd,0
s179833,causal,30,1.0,0.8344,0.15738,fiveg_nidd,0
s179833,causal,31,0.0,0.99179,0.0,fiveg_nidd,0
s179833,causal,31,0.25,0.9413,0.05049,fiveg_nidd,0
s179833,causal,31,0.5,0.9413,0.05049,fiveg_nidd,0
s179833,causal,31,0.75,0.9413,0.05049,fiveg_nidd,0
s179833,causal,31,1.0,0.9413,0.05049,fiveg_nidd,0
s179833,causal,32,0.0,0.99179,0.0,fiveg_nidd,0
s179833,causal,32,0.25,0.1062,0.88559,fiveg_nidd,0
s179833,causal,32,0.5,0.1062,0.88559,fiveg_nidd,0
s179833,causal,32,0.75,0.1062,0.88559,fiveg_nidd,0
s179833,causal,32,1.0,0.1062,0.88559,fiveg_nidd,0
s179833,causal,40,0.0,0.99179,0.0,fiveg_nidd,0
s179833,causal,40,0.25,0.933,0.05879,fiveg_nidd,0
s179833,causal,40,0.5,0.04291,0.94888,fiveg_nidd,0
s179833,causal,40,0.75,0.00446,0.98733,fiveg_nidd,0
s179833,causal,40,1.0,0.00446,0.98733,fiveg_nidd,0
s179833,non_causal,23,0.0,0.99179,0.0,fiveg_nidd,0
s179833,non_causal,23,0.25,0.99179,0.0,fiveg_nidd,0
s179833,non_causal,23,0.5,0.99179,0.0,fiveg_nidd,0
s179833,non_causal,23,0.75,0.99179,0.0,fiveg_nidd,0
s179833,non_causal,23,1.0,0.99179,0.0,fiveg_nidd,0
s179833,non_causal,7,0.0,0.99179,0.0,fiveg_nidd,0
s179833,non_causal,7,0.25,0.99179,0.0,fiveg_nidd,0
s179833,non_causal,7,0.5,0.99179,0.0,fiveg_nidd,0
s179833,non_causal,7,0.75,0.99179,0.0,fiveg_nidd,0
s179833,non_causal,7,1.0,0.99179,0.0,fiveg_nidd,0
s179833,non_causal,16,0.0,0.99179,0.0,fiveg_nidd,0
s179833,non_causal,16,0.25,0.99179,0.0,fiveg_nidd,0
s179833,non_causal,16,0.5,0.99179,0.0,fiveg_nidd,0
s179833,non_causal,16,0.75,0.99179,0.0,fiveg_nidd,0
s179833,non_causal,16,1.0,0.99179,0.0,fiveg_nidd,0
s305325,causal,8,0.0,0.99997,0.0,fiveg_nidd,0
s305325,causal,8,0.25,0.91745,0.08251,fiveg_nidd,0
s305325,causal,8,0.5,0.91745,0.08251,fiveg_nidd,0
s305325,causal,8,0.75,0.91745,0.08251,fiveg_nidd,0
s305325,causal,8,1.0,0.91745,0.08251,fiveg_nidd,0
s305325,causal,32,0.0,0.99997,0.0,fiveg_nidd,0
s305325,causal,32,0.25,0.10529,0.89468,fiveg_nidd,0
s305325,causal,32,0.5,0.10529,0.89468,fiveg_nidd,0
s305325,causal,32,0.75,0.10529,0.89468,fiveg_nidd,0
s305325,causal,32,1.0,0.10529,0.89468,fiveg_nidd,0
s305325,non_causal,3,0.0,0.99997,0.0,fiveg_nidd,0
s305325,non_causal,3,0.25,0.99997,0.0,fiveg_nidd,0
s305325,non_causal,3,0.5,0.99997,0.0,fiveg_nidd,0
s305325,non_causal,3,0.75,0.99997,0.0,fiveg_nidd,0
s305325,non_causal,3,1.0,0.99997,0.0,fiveg_nidd,0
s305325,non_causal,19,0.0,0.99997,0.0,fiveg_nidd,0
s305325,non_causal,19,0.25,0.99997,0.0,fiveg_nidd,0
s305325,non_causal,19,0.5,0.99997,0.0,fiveg_nidd,0
s305325,non_causal,19,0.75,0.99997,0.0,fiveg_nidd,0
s305325,non_causal,19,1.0,0.99997,0.0,fiveg_nidd,0
s305325,non_causal,28,0.0,0.99997,0.0,fiveg_nidd,0
s305325,non_causal,28,0.25,0.99997,0.0,fiveg_nidd,0
s305325,non_causal,28,0.5,0.99997,0.0,fiveg_nidd,0
s305325,non_causal,28,0.75,0.99997,0.0,fiveg_nidd,0
s305325,non_causal,28,1.0,0.99997,0.0,fiveg_nidd,0
s140433,causal,8,0.0,0.99996,0.0,fiveg_nidd,0
s140433,causal,8,0.25,0.90414,0.09581,fiveg_nidd,0
s140433,causal,8,0.5,0.90414,0.09581,fiveg_nidd,0
s140433,causal,8,0.75,0.90414,0.09581,fiveg_nidd,0
s140433,causal,8,1.0,0.90414,0.09581,fiveg_nidd,0
s140433,causal,32,0.0,0.99996,0.0,fiveg_nidd,0
s140433,causal,32,0.25,0.00025,0.99971,fiveg_nidd,0
s140433,causal,32,0.5,0.00025,0.99971,fiveg_nidd,0
s140433,causal,32,0.75,0.00025,0.99971,fiveg_nidd,0
s140433,causal,32,1.0,0.00025,0.99971,fiveg_nidd,0
s140433,non_causal,14,0.0,0.99996,0.0,fiveg_nidd,0
s140433,non_causal,14,0.25,0.99996,0.0,fiveg_nidd,0
s140433,non_causal,14,0.5,0.99996,0.0,fiveg_nidd,0
s140433,non_causal,14,0.75,0.99996,0.0,fiveg_nidd,0
s140433,non_causal,14,1.0,0.99996,0.0,fiveg_nidd,0
s140433,non_causal,16,0.0,0.99996,0.0,fiveg_nidd,0
s140433,non_causal,16,0.25,0.99995,0.0,fiveg_nidd,0
s140433,non_causal,16,0.5,0.99995,0.0,fiveg_nidd,0
s140433,non_causal,16,0.75,0.99995,0.0,fiveg_nidd,0
s140433,non_causal,16,1.0,0.99995,0.0,fiveg_nidd,0
s140433,non_causal,2,0.0,0.99996,0.0,fiveg_nidd,0
s140433,non_causal,2,0.25,0.99996,0.0,fiveg_nidd,0
s140433,non_causal,2,0.5,0.99996,0.0,fiveg_nidd,0
s140433,non_causal,2,0.75,0.99996,0.0,fiveg_nidd,0
s140433,non_causal,2,1.0,0.99996,0.0,fiveg_nidd,0
s135482,causal,8,0.0,0.99973,0.0,fiveg_nidd,0
s135482,causal,8,0.25,0.20271,0.79702,fiveg_nidd,0
s135482,causal,8,0.5,0.20271,0.79702,fiveg_nidd,0
s135482,causal,8,0.75,0.20271,0.79702,fiveg_nidd,0
s135482,causal,8,1.0,0.20271,0.79702,fiveg_nidd,0
