dataset,seed,sample_id,fused_score,p_value
fiveg_nidd,0,s302737,0.110643,0.980132
fiveg_nidd,0,s313193,1.865381,0.066225
fiveg_nidd,0,s292175,0.110643,0.980132
fiveg_nidd,0,s179653,0.110643,0.980132
fiveg_nidd,1,s310229,0.248912,0.900662
fiveg_nidd,1,s170696,-0.866057,0.986755
fiveg_nidd,1,s124336,0.294066,0.331126
fiveg_nidd,1,s160493,1.944952,0.10596
fiveg_nidd,1,s310797,0.340117,0.311258
fiveg_nidd,1,s157252,0.248912,0.900662
fiveg_nidd,1,s155797,0.248912,0.900662
fiveg_nidd,1,s170203,0.248912,0.900662
fiveg_nidd,1,s124243,0.248912,0.900662
fiveg_nidd,1,s139354,0.912478,0.198675
fiveg_nidd,1,s139056,0.248912,0.900662
fiveg_nidd,1,s125998,0.836237,0.231788
fiveg_nidd,1,s120511,0.248912,0.900662
fiveg_nidd,1,s161040,1.037714,0.178808
fiveg_nidd,1,s170503,-0.704881,0.986755
fiveg_nidd,1,s121051,0.248912,0.900662
fiveg_nidd,1,s160116,0.952667,0.192053
fiveg_nidd,1,s156396,0.66589,0.278146
fiveg_nidd,1,s349660,0.248912,0.900662
fiveg_nidd,1,s174897,0.248912,0.900662
fiveg_nidd,1,s159852,-0.866057,0.986755
fiveg_nidd,1,s116777,2.050276,0.10596
fiveg_nidd,1,s138901,0.248912,0.900662
fiveg_nidd,1,s349163,0.248912,0.900662
fiveg_nidd,1,s174554,3.380746,0.019868
fiveg_nidd,1,s328013,1.284303,0.15894
fiveg_nidd,1,s329238,0.248912,0.900662
fiveg_nidd,1,s350371,0.248912,0.900662
fiveg_nidd,1,s130407,0.248912,0.900662
fiveg_nidd,1,s310598,0.248912,0.900662
fiveg_nidd,1,s156510,0.248912,0.900662
fiveg_nidd,1,s120798,0.413005,0.304636
fiveg_nidd,1,s161220,0.604482,0.278146
fiveg_nidd,1,s177850,0.248912,0.900662
fiveg_nidd,1,s138572,0.248912,0.900662
fiveg_nidd,1,s117765,1.340985,0.152318
fiveg_nidd,1,s117378,1.129856,0.15894
fiveg_nidd,1,s170711,-0.704881,0.986755
fiveg_nidd,1,s157537,3.380746,0.019868
fiveg_nidd,1,s126132,1.848799,0.112583
fiveg_nidd,1,s349542,0.248912,0.900662
fiveg_nidd,1,s327457,0.248912,0.900662
fiveg_nidd,1,s155909,0.248912,0.900662
fiveg_nidd,1,s174461,0.952667,0.192053
fiveg_nidd,1,s329235,0.248912,0.900662
fiveg_nidd,1,s179371,0.546307,0.278146
fiveg_nidd,1,s156588,3.380746,0.019868
fiveg_nidd,1,s124870,0.248912,0.900662
fiveg_nidd,1,s160405,1.944952,0.10596
fiveg_nidd,1,s327863,0.248912,0.900662
fiveg_nidd,1,s170214,1.037714,0.178808
fiveg_nidd,1,s160066,1.400733,0.152318
fiveg_nidd,1,s118198,0.248912,0.900662
fiveg_nidd,1,s156673,0.248912,0.900662
fiveg_nidd,1,s287220,0.248912,0.900662
fiveg_nidd,1,s161033,1.230386,0.15894
fiveg_nidd,1,s156963,0.248912,0.900662
fiveg_nidd,1,s138488,0.248912,0.900662
fiveg_nidd,1,s124872,1.284303,0.15894
fiveg_nidd,1,s160603,0.248912,0.900662
fiveg_nidd,2,s339601,2.082483,0.07947
fiveg_nidd,2,s117393,0.305395,0.900662
fiveg_nidd,2,s159693,0.305395,0.900662
fiveg_nidd,2,s136944,0.305395,0.900662
fiveg_nidd,2,s148612,2.630637,0.05298
fiveg_nidd,2,s158756,0.305395,0.900662
fiveg_nidd,2,s306436,0.305395,0.900662
fiveg_nidd,2,s117893,0.305395,0.900662
fiveg_nidd,2,s298764,0.305395,0.900662
fiveg_nidd,2,s121913,0.305395,0.900662
fiveg_nidd,2,s141550,0.305395,0.900662
fiveg_nidd,2,s306212,0.305395,0.900662
fiveg_nidd,2,s141552,0.305395,0.900662
fiveg_nidd,2,s307705,0.949382,0.139073
fiveg_nidd,2,s305836,0.305395,0.900662
fiveg_nidd,2,s335919,1.790009,0.07947
fiveg_nidd,2,s306995,0.305395,0.900662
fiveg_nidd,2,s141165,0.305395,0.900662
fiveg_nidd,2,s141924,0.305395,0.900662
fiveg_nidd,2,s332875,0.305395,0.900662
fiveg_nidd,2,s117404,0.305395,0.900662
fiveg_nidd,2,s297320,0.305395,0.900662
fiveg_nidd,2,s158343,0.305395,0.900662
fiveg_nidd,2,s149804,0.305395,0.900662
fiveg_nidd,2,s301805,0.305395,0.900662
fiveg_nidd,2,s140803,0.305395,0.900662
fiveg_nidd,2,s298655,0.305395,0.900662
fiveg_nidd,2,s306120,1.419652,0.092715
fiveg_nidd,2,s303028,0.305395,0.900662
fiveg_nidd,2,s140910,0.305395,0.900662
fiveg_nidd,2,s331755,0.305395,0.900662
fiveg_nidd,2,s299075,0.305395,0.900662
fiveg_nidd,2,s121733,0.993487,0.13245
fiveg_nidd,2,s141227,0.305395,0.900662
fiveg_nidd,2,s309132,-1.086168,1.0
fiveg_nidd,2,s308723,0.305395,0.900662
fiveg_nidd,2,s296653,0.305395,0.900662
fiveg_nidd,2,s158743,1.706337,0.086093
fiveg_nidd,2,s137125,0.611367,0.211921
fiveg_nidd,2,s149007,0.305395,0.900662
fiveg_nidd,2,s120972,0.305395,0.900662
fiveg_nidd,2,s140938,0.060722,0.913907
fiveg_nidd,2,s117684,0.305395,0.900662
fiveg_nidd,2,s296283,0.115437,0.913907
fiveg_nidd,2,s331910,0.305395,0.900662
fiveg_nidd,2,s302083,0.906824,0.172185
fiveg_nidd,2,s120936,0.906824,0.172185
fiveg_nidd,2,s306598,0.305395,0.900662
fiveg_nidd,2,s149087,0.401228,0.258278
fiveg_nidd,2,s302311,0.305395,0.900662
fiveg_nidd,2,s148406,0.305395,0.900662
fiveg_nidd,2,s336899,0.305395,0.900662
fiveg_nidd,2,s298992,0.305395,0.900662
fiveg_nidd,2,s149738,0.305395,0.900662
fiveg_nidd,2,s340977,2.630637,0.05298
fiveg_nidd,2,s117545,0.305395,0.900662
fiveg_nidd,2,s159149,0.305395,0.900662
fiveg_nidd,2,s286001,1.241856,0.099338
fiveg_nidd,2,s117590,0.516817,0.211921
fiveg_nidd,2,s149333,0.305395,0.900662
fiveg_nidd,3,s336368,0.331843,0.847682
fiveg_nidd,3,s342522,-0.304585,0.913907
fiveg_nidd,3,s122676,0.331843,0.847682
fiveg_nidd,3,s297455,0.331843,0.847682
fiveg_nidd,3,s122444,1.650034,0.119205
fiveg_nidd,3,s321468,0.331843,0.847682
fiveg_nidd,3,s323245,0.331843,0.847682
fiveg_nidd,3,s160627,0.252296,0.860927
fiveg_nidd,3,s166277,0.331843,0.847682
fiveg_nidd,3,s296770,1.089452,0.205298
fiveg_nidd,3,s118592,0.331843,0.847682
fiveg_nidd,3,s122811,0.331843,0.847682
fiveg_nidd,3,s164869,1.582035,0.119205
fiveg_nidd,3,s164710,0.331843,0.847682
fiveg_nidd,3,s119464,0.331843,0.847682
fiveg_nidd,3,s301428,0.331843,0.847682
fiveg_nidd,3,s166159,0.331843,0.847682
fiveg_nidd,3,s165830,-0.070332,0.887417
fiveg_nidd,3,s122300,0.331843,0.847682
fiveg_nidd,3,s163695,-0.059682,0.887417
fiveg_nidd,3,s307415,0.331843,0.847682
fiveg_nidd,3,s166802,0.331843,0.847682
fiveg_nidd,3,s122489,2.640619,0.019868
fiveg_nidd,3,s321745,1.089452,0.205298
fiveg_nidd,3,s336479,0.331843,0.847682
fiveg_nidd,3,s306990,0.331843,0.847682
fiveg_nidd,3,s307118,0.958949,0.211921
fiveg_nidd,3,s159869,0.331843,0.847682
fiveg_nidd,3,s297305,0.84015,0.238411
fiveg_nidd,3,s160048,1.001039,0.205298
fiveg_nidd,3,s303254,2.500942,0.039735
fiveg_nidd,3,s307163,1.089452,0.205298
fiveg_nidd,3,s161603,0.331843,0.847682
fiveg_nidd,3,s160518,0.331843,0.847682
fiveg_nidd,3,s342224,2.500942,0.039735
fiveg_nidd,3,s322838,0.331843,0.847682
fiveg_nidd,3,s166028,0.331843,0.847682
fiveg_nidd,3,s336505,2.259238,0.046358
fiveg_nidd,3,s296341,1.234217,0.198675
fiveg_nidd,3,s343105,0.331843,0.847682
fiveg_nidd,3,s122576,0.331843,0.847682
fiveg_nidd,3,s122559,0.331843,0.847682
fiveg_nidd,3,s123808,2.500942,0.039735
fiveg_nidd,3,s300438,0.331843,0.847682
fiveg_nidd,3,s303550,0.506982,0.298013
fiveg_nidd,3,s297143,0.331843,0.847682
fiveg_nidd,3,s335704,0.331843,0.847682
fiveg_nidd,3,s321925,0.331843,0.847682
fiveg_nidd,3,s160835,0.331843,0.847682
fiveg_nidd,3,s342742,0.331843,0.847682
fiveg_nidd,3,s336782,0.331843,0.847682
fiveg_nidd,3,s161429,0.331843,0.847682
fiveg_nidd,3,s341770,0.331843,0.847682
fiveg_nidd,3,s301115,1.963416,0.086093
fiveg_nidd,3,s167160,1.721711,0.10596
fiveg_nidd,3,s161463,0.331843,0.847682
fiveg_nidd,3,s321725,2.05488,0.07947
fiveg_nidd,3,s123966,0.331843,0.847682
fiveg_nidd,3,s342779,0.331843,0.847682
fiveg_nidd,3,s161633,0.331843,0.847682
fiveg_nidd,4,s311558,0.081904,1.0
fiveg_nidd,4,s327033,0.216698,0.324503
fiveg_nidd,4,s142906,0.081904,1.0
fiveg_nidd,4,s114056,0.081904,1.0
fiveg_nidd,4,s157645,0.081904,1.0
fiveg_nidd,4,s142020,0.081904,1.0
fiveg_nidd,4,s297199,0.081904,1.0
fiveg_nidd,4,s143812,0.081904,1.0
fiveg_nidd,4,s143143,0.081904,1.0
fiveg_nidd,4,s156686,0.654748,0.205298
fiveg_nidd,4,s310268,0.081904,1.0
fiveg_nidd,4,s332559,0.081904,1.0
fiveg_nidd,4,s311258,0.361439,0.264901
fiveg_nidd,4,s292892,1.389749,0.07947
fiveg_nidd,4,s310719,0.081904,1.0
fiveg_nidd,4,s314745,1.456928,0.066225
fiveg_nidd,4,s345074,0.088697,0.350993
fiveg_nidd,4,s156304,0.081904,1.0
fiveg_nidd,4,s143055,0.081904,1.0
fiveg_nidd,4,s113509,0.654748,0.205298
fiveg_nidd,4,s325853,0.129743,0.344371
fiveg_nidd,4,s314606,0.081904,1.0
fiveg_nidd,4,s292608,0.797928,0.192053
fiveg_nidd,4,s326952,1.872129,0.059603
fiveg_nidd,4,s118682,1.326412,0.07947
fiveg_nidd,4,s155931,1.872129,0.059603
fiveg_nidd,4,s119721,2.22501,0.033113
fiveg_nidd,4,s296960,0.081904,1.0
fiveg_nidd,4,s314518,0.361439,0.264901
fiveg_nidd,4,s332203,0.081904,1.0
fiveg_nidd,4,s156163,0.081904,1.0
fiveg_nidd,4,s113129,0.081904,1.0
fiveg_nidd,4,s311425,1.104047,0.15894
fiveg_nidd,4,s113827,1.775711,0.059603
fiveg_nidd,4,s296073,0.081904,1.0
fiveg_nidd,4,s310899,0.081904,1.0
fiveg_nidd,4,s314792,0.216698,0.324503
fiveg_nidd,4,s292214,0.081904,1.0
fiveg_nidd,4,s118627,0.527968,0.211921
fiveg_nidd,4,s113191,0.081904,1.0
fiveg_nidd,4,s296253,0.081904,1.0
fiveg_nidd,4,s292060,0.262876,0.284768
fiveg_nidd,4,s332114,0.239547,0.311258
fiveg_nidd,4,s331870,0.081904,1.0
fiveg_nidd,4,s314315,0.081904,1.0
fiveg_nidd,4,s120198,0.081904,1.0
fiveg_nidd,4,s118387,0.216698,0.324503
fiveg_nidd,4,s326376,0.081904,1.0
fiveg_nidd,4,s292960,0.081904,1.0
fiveg_nidd,4,s119973,0.081904,1.0
fiveg_nidd,4,s157262,0.760362,0.192053
fiveg_nidd,4,s314756,0.081904,1.0
fiveg_nidd,4,s332999,0.081904,1.0
fiveg_nidd,4,s113283,1.209661,0.099338
fiveg_nidd,4,s343521,0.081904,1.0
fiveg_nidd,4,s332724,0.081904,1.0
fiveg_nidd,4,s156045,0.081904,1.0
fiveg_nidd,4,s112747,0.129743,0.344371
fiveg_nidd,4,s143881,2.543793,0.033113
fiveg_nidd,4,s114356,1.528444,0.066225
